"date","city","resp"
"1991-01-06","Los Angeles",121
"1991-01-13","Los Angeles",119
"1991-01-20","Los Angeles",106
"1991-01-27","Los Angeles",107
"1991-02-03","Los Angeles",98
"1991-02-10","Los Angeles",105
"1991-02-17","Los Angeles",112
"1991-02-24","Los Angeles",106
"1991-03-03","Los Angeles",115
"1991-03-10","Los Angeles",90
"1991-03-17","Los Angeles",87
"1991-03-24","Los Angeles",108
"1991-03-31","Los Angeles",101
"1991-04-07","Los Angeles",108
"1991-04-14","Los Angeles",92
"1991-04-21","Los Angeles",99
"1991-04-28","Los Angeles",89
"1991-05-05","Los Angeles",103
"1991-05-12","Los Angeles",97
"1991-05-19","Los Angeles",89
"1991-05-26","Los Angeles",65
"1991-06-02","Los Angeles",68
"1991-06-09","Los Angeles",98
"1991-06-16","Los Angeles",89
"1991-06-23","Los Angeles",85
"1991-06-30","Los Angeles",78
"1991-07-07","Los Angeles",79
"1991-07-14","Los Angeles",78
"1991-07-21","Los Angeles",92
"1991-07-28","Los Angeles",81
"1991-08-04","Los Angeles",68
"1991-08-11","Los Angeles",63
"1991-08-18","Los Angeles",78
"1991-08-25","Los Angeles",78
"1991-09-01","Los Angeles",84
"1991-09-08","Los Angeles",77
"1991-09-15","Los Angeles",82
"1991-09-22","Los Angeles",63
"1991-09-29","Los Angeles",66
"1991-10-06","Los Angeles",70
"1991-10-13","Los Angeles",75
"1991-10-20","Los Angeles",71
"1991-10-27","Los Angeles",75
"1991-11-03","Los Angeles",78
"1991-11-10","Los Angeles",67
"1991-11-17","Los Angeles",83
"1991-11-24","Los Angeles",100
"1991-12-01","Los Angeles",96
"1991-12-08","Los Angeles",130
"1991-12-15","Los Angeles",114
"1991-12-22","Los Angeles",135
"1991-12-29","Los Angeles",158
"1992-01-05","Los Angeles",175
"1992-01-12","Los Angeles",175
"1992-01-19","Los Angeles",177
"1992-01-26","Los Angeles",134
"1992-02-02","Los Angeles",143
"1992-02-09","Los Angeles",141
"1992-02-16","Los Angeles",116
"1992-02-23","Los Angeles",111
"1992-03-01","Los Angeles",129
"1992-03-08","Los Angeles",116
"1992-03-15","Los Angeles",115
"1992-03-22","Los Angeles",93
"1992-03-29","Los Angeles",90
"1992-04-05","Los Angeles",98
"1992-04-12","Los Angeles",100
"1992-04-19","Los Angeles",104
"1992-04-26","Los Angeles",121
"1992-05-03","Los Angeles",87
"1992-05-10","Los Angeles",92
"1992-05-17","Los Angeles",84
"1992-05-24","Los Angeles",70
"1992-05-31","Los Angeles",94
"1992-06-07","Los Angeles",73
"1992-06-14","Los Angeles",73
"1992-06-21","Los Angeles",81
"1992-06-28","Los Angeles",70
"1992-07-05","Los Angeles",86
"1992-07-12","Los Angeles",82
"1992-07-19","Los Angeles",85
"1992-07-26","Los Angeles",87
"1992-08-02","Los Angeles",74
"1992-08-09","Los Angeles",80
"1992-08-16","Los Angeles",87
"1992-08-23","Los Angeles",85
"1992-08-30","Los Angeles",91
"1992-09-06","Los Angeles",81
"1992-09-13","Los Angeles",82
"1992-09-20","Los Angeles",92
"1992-09-27","Los Angeles",66
"1992-10-04","Los Angeles",71
"1992-10-11","Los Angeles",74
"1992-10-18","Los Angeles",95
"1992-10-25","Los Angeles",79
"1992-11-01","Los Angeles",63
"1992-11-08","Los Angeles",81
"1992-11-15","Los Angeles",86
"1992-11-22","Los Angeles",101
"1992-11-29","Los Angeles",71
"1992-12-06","Los Angeles",99
"1992-12-13","Los Angeles",109
"1992-12-20","Los Angeles",95
"1992-12-27","Los Angeles",100
"1993-01-03","Los Angeles",99
"1993-01-10","Los Angeles",134
"1993-01-17","Los Angeles",130
"1993-01-24","Los Angeles",131
"1993-01-31","Los Angeles",106
"1993-02-07","Los Angeles",115
"1993-02-14","Los Angeles",103
"1993-02-21","Los Angeles",107
"1993-02-28","Los Angeles",113
"1993-03-07","Los Angeles",109
"1993-03-14","Los Angeles",133
"1993-03-21","Los Angeles",114
"1993-03-28","Los Angeles",102
"1993-04-04","Los Angeles",102
"1993-04-11","Los Angeles",86
"1993-04-18","Los Angeles",95
"1993-04-25","Los Angeles",103
"1993-05-02","Los Angeles",102
"1993-05-09","Los Angeles",103
"1993-05-16","Los Angeles",93
"1993-05-23","Los Angeles",78
"1993-05-30","Los Angeles",84
"1993-06-06","Los Angeles",85
"1993-06-13","Los Angeles",88
"1993-06-20","Los Angeles",98
"1993-06-27","Los Angeles",66
"1993-07-04","Los Angeles",93
"1993-07-11","Los Angeles",77
"1993-07-18","Los Angeles",76
"1993-07-25","Los Angeles",83
"1993-08-01","Los Angeles",75
"1993-08-08","Los Angeles",100
"1993-08-15","Los Angeles",73
"1993-08-22","Los Angeles",82
"1993-08-29","Los Angeles",95
"1993-09-05","Los Angeles",76
"1993-09-12","Los Angeles",80
"1993-09-19","Los Angeles",82
"1993-09-26","Los Angeles",83
"1993-10-03","Los Angeles",93
"1993-10-10","Los Angeles",80
"1993-10-17","Los Angeles",81
"1993-10-24","Los Angeles",91
"1993-10-31","Los Angeles",94
"1993-11-07","Los Angeles",107
"1993-11-14","Los Angeles",83
"1993-11-21","Los Angeles",86
"1993-11-28","Los Angeles",106
"1993-12-05","Los Angeles",118
"1993-12-12","Los Angeles",141
"1993-12-19","Los Angeles",142
"1993-12-26","Los Angeles",189
"1994-01-02","Los Angeles",211
"1994-01-09","Los Angeles",222
"1994-01-16","Los Angeles",199
"1994-01-23","Los Angeles",178
"1994-01-30","Los Angeles",151
"1994-02-06","Los Angeles",146
"1994-02-13","Los Angeles",127
"1994-02-20","Los Angeles",152
"1994-02-27","Los Angeles",118
"1994-03-06","Los Angeles",110
"1994-03-13","Los Angeles",81
"1994-03-20","Los Angeles",91
"1994-03-27","Los Angeles",101
"1994-04-03","Los Angeles",80
"1994-04-10","Los Angeles",83
"1994-04-17","Los Angeles",89
"1994-04-24","Los Angeles",109
"1994-05-01","Los Angeles",98
"1994-05-08","Los Angeles",98
"1994-05-15","Los Angeles",100
"1994-05-22","Los Angeles",98
"1994-05-29","Los Angeles",94
"1994-06-05","Los Angeles",108
"1994-06-12","Los Angeles",83
"1994-06-19","Los Angeles",68
"1994-06-26","Los Angeles",74
"1994-07-03","Los Angeles",101
"1994-07-10","Los Angeles",99
"1994-07-17","Los Angeles",81
"1994-07-24","Los Angeles",84
"1994-07-31","Los Angeles",76
"1994-08-07","Los Angeles",81
"1994-08-14","Los Angeles",85
"1994-08-21","Los Angeles",109
"1994-08-28","Los Angeles",81
"1994-09-04","Los Angeles",72
"1994-09-11","Los Angeles",66
"1994-09-18","Los Angeles",65
"1994-09-25","Los Angeles",71
"1994-10-02","Los Angeles",74
"1994-10-09","Los Angeles",83
"1994-10-16","Los Angeles",88
"1994-10-23","Los Angeles",94
"1994-10-30","Los Angeles",72
"1994-11-06","Los Angeles",96
"1994-11-13","Los Angeles",94
"1994-11-20","Los Angeles",104
"1994-11-27","Los Angeles",108
"1994-12-04","Los Angeles",117
"1994-12-11","Los Angeles",104
"1994-12-18","Los Angeles",100
"1994-12-25","Los Angeles",115
"1995-01-01","Los Angeles",110
"1995-01-08","Los Angeles",120
"1995-01-15","Los Angeles",109
"1995-01-22","Los Angeles",121
"1995-01-29","Los Angeles",106
"1995-02-05","Los Angeles",112
"1995-02-12","Los Angeles",114
"1995-02-19","Los Angeles",133
"1995-02-26","Los Angeles",123
"1995-03-05","Los Angeles",116
"1995-03-12","Los Angeles",138
"1995-03-19","Los Angeles",126
"1995-03-26","Los Angeles",98
"1995-04-02","Los Angeles",106
"1995-04-09","Los Angeles",107
"1995-04-16","Los Angeles",97
"1995-04-23","Los Angeles",109
"1995-04-30","Los Angeles",103
"1995-05-07","Los Angeles",102
"1995-05-14","Los Angeles",81
"1995-05-21","Los Angeles",77
"1995-05-28","Los Angeles",95
"1995-06-04","Los Angeles",103
"1995-06-11","Los Angeles",71
"1995-06-18","Los Angeles",79
"1995-06-25","Los Angeles",95
"1995-07-02","Los Angeles",86
"1995-07-09","Los Angeles",89
"1995-07-16","Los Angeles",95
"1995-07-23","Los Angeles",101
"1995-07-30","Los Angeles",108
"1995-08-06","Los Angeles",89
"1995-08-13","Los Angeles",72
"1995-08-20","Los Angeles",88
"1995-08-27","Los Angeles",88
"1995-09-03","Los Angeles",82
"1995-09-10","Los Angeles",85
"1995-09-17","Los Angeles",85
"1995-09-24","Los Angeles",84
"1995-10-01","Los Angeles",88
"1995-10-08","Los Angeles",97
"1995-10-15","Los Angeles",77
"1995-10-22","Los Angeles",68
"1995-10-29","Los Angeles",109
"1995-11-05","Los Angeles",83
"1995-11-12","Los Angeles",98
"1995-11-19","Los Angeles",100
"1995-11-26","Los Angeles",89
"1995-12-03","Los Angeles",100
"1995-12-10","Los Angeles",115
"1995-12-17","Los Angeles",118
"1995-12-24","Los Angeles",117
"1995-12-31","Los Angeles",161
"1996-01-07","Los Angeles",187
"1996-01-14","Los Angeles",190
"1996-01-21","Los Angeles",184
"1996-01-28","Los Angeles",133
"1996-02-04","Los Angeles",114
"1996-02-11","Los Angeles",136
"1996-02-18","Los Angeles",112
"1996-02-25","Los Angeles",128
"1996-03-03","Los Angeles",117
"1996-03-10","Los Angeles",109
"1996-03-17","Los Angeles",93
"1996-03-24","Los Angeles",85
"1996-03-31","Los Angeles",108
"1996-04-07","Los Angeles",110
"1996-04-14","Los Angeles",94
"1996-04-21","Los Angeles",111
"1996-04-28","Los Angeles",144
"1996-05-05","Los Angeles",118
"1996-05-12","Los Angeles",100
"1996-05-19","Los Angeles",81
"1996-05-26","Los Angeles",77
"1996-06-02","Los Angeles",84
"1996-06-09","Los Angeles",80
"1996-06-16","Los Angeles",78
"1996-06-23","Los Angeles",86
"1996-06-30","Los Angeles",97
"1996-07-07","Los Angeles",93
"1996-07-14","Los Angeles",83
"1996-07-21","Los Angeles",94
"1996-07-28","Los Angeles",89
"1996-08-04","Los Angeles",75
"1996-08-11","Los Angeles",85
"1996-08-18","Los Angeles",81
"1996-08-25","Los Angeles",82
"1996-09-01","Los Angeles",88
"1996-09-08","Los Angeles",97
"1996-09-15","Los Angeles",70
"1996-09-22","Los Angeles",82
"1996-09-29","Los Angeles",76
"1996-10-06","Los Angeles",83
"1996-10-13","Los Angeles",75
"1996-10-20","Los Angeles",108
"1996-10-27","Los Angeles",99
"1996-11-03","Los Angeles",90
"1996-11-10","Los Angeles",104
"1996-11-17","Los Angeles",100
"1996-11-24","Los Angeles",94
"1996-12-01","Los Angeles",81
"1996-12-08","Los Angeles",97
"1996-12-15","Los Angeles",124
"1996-12-22","Los Angeles",113
"1996-12-29","Los Angeles",121
"1997-01-05","Los Angeles",167
"1997-01-12","Los Angeles",191
"1997-01-19","Los Angeles",186
"1997-01-26","Los Angeles",176
"1997-02-02","Los Angeles",178
"1997-02-09","Los Angeles",150
"1997-02-16","Los Angeles",123
"1997-02-23","Los Angeles",129
"1997-03-02","Los Angeles",118
"1997-03-09","Los Angeles",151
"1997-03-16","Los Angeles",131
"1997-03-23","Los Angeles",124
"1997-03-30","Los Angeles",109
"1997-04-06","Los Angeles",95
"1997-04-13","Los Angeles",113
"1997-04-20","Los Angeles",95
"1997-04-27","Los Angeles",100
"1997-05-04","Los Angeles",103
"1997-05-11","Los Angeles",104
"1997-05-18","Los Angeles",118
"1997-05-25","Los Angeles",92
"1997-06-01","Los Angeles",88
"1997-06-08","Los Angeles",92
"1997-06-15","Los Angeles",89
"1997-06-22","Los Angeles",85
"1997-06-29","Los Angeles",70
"1997-07-06","Los Angeles",76
"1997-07-13","Los Angeles",109
"1997-07-20","Los Angeles",94
"1997-07-27","Los Angeles",86
"1997-08-03","Los Angeles",96
"1997-08-10","Los Angeles",92
"1997-08-17","Los Angeles",91
"1997-08-24","Los Angeles",86
"1997-08-31","Los Angeles",84
"1997-09-07","Los Angeles",97
"1997-09-14","Los Angeles",100
"1997-09-21","Los Angeles",73
"1997-09-28","Los Angeles",85
"1997-10-05","Los Angeles",100
"1997-10-12","Los Angeles",87
"1997-10-19","Los Angeles",85
"1997-10-26","Los Angeles",108
"1997-11-02","Los Angeles",81
"1997-11-09","Los Angeles",94
"1997-11-16","Los Angeles",108
"1997-11-23","Los Angeles",111
"1997-11-30","Los Angeles",109
"1997-12-07","Los Angeles",136
"1997-12-14","Los Angeles",122
"1997-12-21","Los Angeles",165
"1997-12-28","Los Angeles",215
"1998-01-04","Los Angeles",320
"1998-01-11","Los Angeles",345
"1998-01-18","Los Angeles",299
"1998-01-25","Los Angeles",213
"1998-02-01","Los Angeles",175
"1998-02-08","Los Angeles",155
"1998-02-15","Los Angeles",146
"1998-02-22","Los Angeles",128
"1998-03-01","Los Angeles",100
"1998-03-08","Los Angeles",114
"1998-03-15","Los Angeles",122
"1998-03-22","Los Angeles",96
"1998-03-29","Los Angeles",100
"1998-04-05","Los Angeles",104
"1998-04-12","Los Angeles",114
"1998-04-19","Los Angeles",113
"1998-04-26","Los Angeles",113
"1998-05-03","Los Angeles",101
"1998-05-10","Los Angeles",121
"1998-05-17","Los Angeles",108
"1998-05-24","Los Angeles",87
"1998-05-31","Los Angeles",93
"1998-06-07","Los Angeles",84
"1998-06-14","Los Angeles",109
"1998-06-21","Los Angeles",105
"1998-06-28","Los Angeles",104
"1998-07-05","Los Angeles",95
"1998-07-12","Los Angeles",97
"1998-07-19","Los Angeles",99
"1998-07-26","Los Angeles",91
"1998-08-02","Los Angeles",92
"1998-08-09","Los Angeles",89
"1998-08-16","Los Angeles",99
"1998-08-23","Los Angeles",87
"1998-08-30","Los Angeles",92
"1998-09-06","Los Angeles",103
"1998-09-13","Los Angeles",80
"1998-09-20","Los Angeles",77
"1998-09-27","Los Angeles",81
"1998-10-04","Los Angeles",102
"1998-10-11","Los Angeles",96
"1998-10-18","Los Angeles",96
"1998-10-25","Los Angeles",106
"1998-11-01","Los Angeles",99
"1998-11-08","Los Angeles",101
"1998-11-15","Los Angeles",95
"1998-11-22","Los Angeles",98
"1998-11-29","Los Angeles",110
"1998-12-06","Los Angeles",100
"1998-12-13","Los Angeles",122
"1998-12-20","Los Angeles",125
"1998-12-27","Los Angeles",116
"1999-01-03","Los Angeles",134
"1999-01-10","Los Angeles",85
"1999-01-17","Los Angeles",92
"1999-01-24","Los Angeles",91
"1999-01-31","Los Angeles",89
"1999-02-07","Los Angeles",87
"1999-02-14","Los Angeles",79
"1999-02-21","Los Angeles",90
"1999-02-28","Los Angeles",79
"1999-03-07","Los Angeles",99
"1999-03-14","Los Angeles",98
"1999-03-21","Los Angeles",80
"1999-03-28","Los Angeles",75
"1999-04-04","Los Angeles",80
"1999-04-11","Los Angeles",79
"1999-04-18","Los Angeles",84
"1999-04-25","Los Angeles",81
"1999-05-02","Los Angeles",71
"1999-05-09","Los Angeles",75
"1999-05-16","Los Angeles",74
"1999-05-23","Los Angeles",68
"1999-05-30","Los Angeles",62
"1999-06-06","Los Angeles",74
"1999-06-13","Los Angeles",67
"1999-06-20","Los Angeles",68
"1999-06-27","Los Angeles",57
"1999-07-04","Los Angeles",42
"1999-07-11","Los Angeles",57
"1999-07-18","Los Angeles",54
"1999-07-25","Los Angeles",52
"1999-08-01","Los Angeles",56
"1999-08-08","Los Angeles",55
"1999-08-15","Los Angeles",61
"1999-08-22","Los Angeles",57
"1999-08-29","Los Angeles",45
"1999-09-05","Los Angeles",49
"1999-09-12","Los Angeles",61
"1999-09-19","Los Angeles",62
"1999-09-26","Los Angeles",53
"1999-10-03","Los Angeles",72
"1999-10-10","Los Angeles",65
"1999-10-17","Los Angeles",65
"1999-10-24","Los Angeles",94
"1999-10-31","Los Angeles",86
"1999-11-07","Los Angeles",81
"1999-11-14","Los Angeles",73
"1999-11-21","Los Angeles",66
"1999-11-28","Los Angeles",97
"1999-12-05","Los Angeles",106
"1999-12-12","Los Angeles",146
"1999-12-19","Los Angeles",170
"1999-12-26","Los Angeles",243
"2000-01-02","Los Angeles",232
"2000-01-09","Los Angeles",219
"2000-01-16","Los Angeles",198
"2000-01-23","Los Angeles",162
"2000-01-30","Los Angeles",145
"2000-02-06","Los Angeles",108
"2000-02-13","Los Angeles",108
"2000-02-20","Los Angeles",96
"2000-02-27","Los Angeles",114
"2000-03-05","Los Angeles",114
"2000-03-12","Los Angeles",117
"2000-03-19","Los Angeles",103
"2000-03-26","Los Angeles",111
"2000-04-02","Los Angeles",107
"2000-04-09","Los Angeles",88
"2000-04-16","Los Angeles",83
"2000-04-23","Los Angeles",95
"2000-04-30","Los Angeles",84
"2000-05-07","Los Angeles",83
"2000-05-14","Los Angeles",69
"2000-05-21","Los Angeles",96
"2000-05-28","Los Angeles",91
"2000-06-04","Los Angeles",73
"2000-06-11","Los Angeles",80
"2000-06-18","Los Angeles",77
"2000-06-25","Los Angeles",86
"2000-07-02","Los Angeles",89
"2000-07-09","Los Angeles",73
"2000-07-16","Los Angeles",73
"2000-07-23","Los Angeles",93
"2000-07-30","Los Angeles",80
"2000-08-06","Los Angeles",82
"2000-08-13","Los Angeles",78
"2000-08-20","Los Angeles",67
"2000-08-27","Los Angeles",87
"2000-09-03","Los Angeles",74
"2000-09-10","Los Angeles",79
"2000-09-17","Los Angeles",84
"2000-09-24","Los Angeles",76
"2000-10-01","Los Angeles",76
"2000-10-08","Los Angeles",86
"2000-10-15","Los Angeles",87
"2000-10-22","Los Angeles",83
"2000-10-29","Los Angeles",93
"2000-11-05","Los Angeles",94
"2000-11-12","Los Angeles",92
"2000-11-19","Los Angeles",79
"2000-11-26","Los Angeles",96
"2000-12-03","Los Angeles",103
"2000-12-10","Los Angeles",97
"2000-12-17","Los Angeles",87
"2000-12-24","Los Angeles",120
"2000-12-31","Los Angeles",131
"1987-01-04","New York",62
"1987-01-11","New York",145
"1987-01-18","New York",124
"1987-01-25","New York",137
"1987-02-01","New York",111
"1987-02-08","New York",121
"1987-02-15","New York",114
"1987-02-22","New York",127
"1987-03-01","New York",117
"1987-03-08","New York",109
"1987-03-15","New York",105
"1987-03-22","New York",113
"1987-03-29","New York",102
"1987-04-05","New York",97
"1987-04-12","New York",106
"1987-04-19","New York",79
"1987-04-26","New York",97
"1987-05-03","New York",114
"1987-05-10","New York",95
"1987-05-17","New York",96
"1987-05-24","New York",100
"1987-05-31","New York",107
"1987-06-07","New York",101
"1987-06-14","New York",83
"1987-06-21","New York",102
"1987-06-28","New York",83
"1987-07-05","New York",97
"1987-07-12","New York",96
"1987-07-19","New York",101
"1987-07-26","New York",84
"1987-08-02","New York",84
"1987-08-09","New York",101
"1987-08-16","New York",83
"1987-08-23","New York",86
"1987-08-30","New York",87
"1987-09-06","New York",94
"1987-09-13","New York",93
"1987-09-20","New York",99
"1987-09-27","New York",99
"1987-10-04","New York",98
"1987-10-11","New York",96
"1987-10-18","New York",110
"1987-10-25","New York",127
"1987-11-01","New York",108
"1987-11-08","New York",104
"1987-11-15","New York",99
"1987-11-22","New York",115
"1987-11-29","New York",98
"1987-12-06","New York",105
"1987-12-13","New York",96
"1987-12-20","New York",117
"1987-12-27","New York",109
"1988-01-03","New York",107
"1988-01-10","New York",124
"1988-01-17","New York",126
"1988-01-24","New York",115
"1988-01-31","New York",121
"1988-02-07","New York",126
"1988-02-14","New York",131
"1988-02-21","New York",150
"1988-02-28","New York",132
"1988-03-06","New York",140
"1988-03-13","New York",160
"1988-03-20","New York",137
"1988-03-27","New York",132
"1988-04-03","New York",119
"1988-04-10","New York",138
"1988-04-17","New York",101
"1988-04-24","New York",105
"1988-05-01","New York",107
"1988-05-08","New York",86
"1988-05-15","New York",98
"1988-05-22","New York",94
"1988-05-29","New York",109
"1988-06-05","New York",91
"1988-06-12","New York",74
"1988-06-19","New York",110
"1988-06-26","New York",92
"1988-07-03","New York",79
"1988-07-10","New York",92
"1988-07-17","New York",93
"1988-07-24","New York",86
"1988-07-31","New York",99
"1988-08-07","New York",106
"1988-08-14","New York",106
"1988-08-21","New York",102
"1988-08-28","New York",101
"1988-09-04","New York",92
"1988-09-11","New York",90
"1988-09-18","New York",93
"1988-09-25","New York",102
"1988-10-02","New York",88
"1988-10-09","New York",107
"1988-10-16","New York",100
"1988-10-23","New York",128
"1988-10-30","New York",97
"1988-11-06","New York",115
"1988-11-13","New York",123
"1988-11-20","New York",109
"1988-11-27","New York",114
"1988-12-04","New York",99
"1988-12-11","New York",101
"1988-12-18","New York",123
"1988-12-25","New York",137
"1989-01-01","New York",124
"1989-01-08","New York",140
"1989-01-15","New York",144
"1989-01-22","New York",125
"1989-01-29","New York",101
"1989-02-05","New York",139
"1989-02-12","New York",144
"1989-02-19","New York",117
"1989-02-26","New York",145
"1989-03-05","New York",134
"1989-03-12","New York",124
"1989-03-19","New York",121
"1989-03-26","New York",140
"1989-04-02","New York",113
"1989-04-09","New York",114
