"date","city","resp"
"1989-05-21","Los Angeles",10.1428571428571
"1989-05-28","Los Angeles",12
"1989-06-04","Los Angeles",11
"1989-06-11","Los Angeles",11.5714285714286
"1989-06-18","Los Angeles",10.4285714285714
"1989-06-25","Los Angeles",12.2857142857143
"1989-07-02","Los Angeles",12.7142857142857
"1989-07-09","Los Angeles",12.1428571428571
"1989-07-16","Los Angeles",10.8571428571429
"1989-07-23","Los Angeles",11.4285714285714
"1989-07-30","Los Angeles",11.7142857142857
"1989-08-06","Los Angeles",8.57142857142857
"1989-08-13","Los Angeles",9.14285714285714
"1989-08-20","Los Angeles",13
"1989-08-27","Los Angeles",9
"1989-09-03","Los Angeles",10
"1989-09-10","Los Angeles",12
"1989-09-17","Los Angeles",12.1428571428571
"1989-09-24","Los Angeles",13.5714285714286
"1989-10-01","Los Angeles",10.5714285714286
"1989-10-08","Los Angeles",8.85714285714286
"1989-10-15","Los Angeles",10.1428571428571
"1989-10-22","Los Angeles",13
"1989-10-29","Los Angeles",11
"1989-11-05","Los Angeles",12
"1989-11-12","Los Angeles",12.7142857142857
"1989-11-19","Los Angeles",13.8571428571429
"1989-11-26","Los Angeles",12.4285714285714
"1989-12-03","Los Angeles",10.5714285714286
"1989-12-10","Los Angeles",12.4285714285714
"1989-12-17","Los Angeles",17.5714285714286
"1989-12-24","Los Angeles",17.7142857142857
"1989-12-31","Los Angeles",16.2857142857143
"1990-01-07","Los Angeles",18.4285714285714
"1990-01-14","Los Angeles",22.1428571428571
"1990-01-21","Los Angeles",21
"1990-01-28","Los Angeles",21.1428571428571
"1990-02-04","Los Angeles",21.7142857142857
"1990-02-11","Los Angeles",18
"1990-02-18","Los Angeles",18.7142857142857
"1990-02-25","Los Angeles",21.1428571428571
"1990-03-04","Los Angeles",16.8571428571429
"1990-03-11","Los Angeles",13.5714285714286
"1990-03-18","Los Angeles",12.5714285714286
"1990-03-25","Los Angeles",12.7142857142857
"1990-04-01","Los Angeles",9.57142857142857
"1990-04-08","Los Angeles",14.8571428571429
"1990-04-15","Los Angeles",14.2857142857143
"1990-04-22","Los Angeles",12.5714285714286
"1990-04-29","Los Angeles",14.7142857142857
"1990-05-06","Los Angeles",12.5714285714286
"1990-05-13","Los Angeles",12.2857142857143
"1990-05-20","Los Angeles",11.7142857142857
"1990-05-27","Los Angeles",12.5714285714286
"1990-06-03","Los Angeles",12.8571428571429
"1990-06-10","Los Angeles",11.1428571428571
"1990-06-17","Los Angeles",8.71428571428571
"1990-06-24","Los Angeles",9.71428571428571
"1990-07-01","Los Angeles",13
"1990-07-08","Los Angeles",12
"1990-07-15","Los Angeles",10.5714285714286
"1990-07-22","Los Angeles",13
"1990-07-29","Los Angeles",11
"1990-08-05","Los Angeles",10
"1990-08-12","Los Angeles",11.2857142857143
"1990-08-19","Los Angeles",11.1428571428571
"1990-08-26","Los Angeles",12.2857142857143
"1990-09-02","Los Angeles",11.1428571428571
"1990-09-09","Los Angeles",11.1428571428571
"1990-09-16","Los Angeles",11.1428571428571
"1990-09-23","Los Angeles",11.1428571428571
"1990-09-30","Los Angeles",12.1428571428571
"1990-10-07","Los Angeles",11.7142857142857
"1990-10-14","Los Angeles",10.2857142857143
"1990-10-21","Los Angeles",11.2857142857143
"1990-10-28","Los Angeles",13.4285714285714
"1990-11-04","Los Angeles",11.7142857142857
"1990-11-11","Los Angeles",12
"1990-11-18","Los Angeles",10.8571428571429
"1990-11-25","Los Angeles",12.7142857142857
"1990-12-02","Los Angeles",12.7142857142857
"1990-12-09","Los Angeles",15.4285714285714
"1990-12-16","Los Angeles",15
"1990-12-23","Los Angeles",14.1428571428571
"1990-12-30","Los Angeles",16.4285714285714
"1991-01-06","Los Angeles",17.2857142857143
"1991-01-13","Los Angeles",17
"1991-01-20","Los Angeles",15.1428571428571
"1991-01-27","Los Angeles",15.2857142857143
"1991-02-03","Los Angeles",14
"1991-02-10","Los Angeles",15
"1991-02-17","Los Angeles",16
"1991-02-24","Los Angeles",15.1428571428571
"1991-03-03","Los Angeles",16.4285714285714
"1991-03-10","Los Angeles",12.8571428571429
"1991-03-17","Los Angeles",12.4285714285714
"1991-03-24","Los Angeles",15.4285714285714
"1991-03-31","Los Angeles",14.4285714285714
"1991-04-07","Los Angeles",15.4285714285714
"1991-04-14","Los Angeles",13.1428571428571
"1991-04-21","Los Angeles",14.1428571428571
"1991-04-28","Los Angeles",12.7142857142857
"1991-05-05","Los Angeles",14.7142857142857
"1991-05-12","Los Angeles",13.8571428571429
"1991-05-19","Los Angeles",12.7142857142857
"1991-05-26","Los Angeles",9.28571428571429
"1991-06-02","Los Angeles",9.71428571428571
"1991-06-09","Los Angeles",14
"1991-06-16","Los Angeles",12.7142857142857
"1991-06-23","Los Angeles",12.1428571428571
"1991-06-30","Los Angeles",11.1428571428571
"1991-07-07","Los Angeles",11.2857142857143
"1991-07-14","Los Angeles",11.1428571428571
"1991-07-21","Los Angeles",13.1428571428571
"1991-07-28","Los Angeles",11.5714285714286
"1991-08-04","Los Angeles",9.71428571428571
"1991-08-11","Los Angeles",9
"1991-08-18","Los Angeles",11.1428571428571
"1991-08-25","Los Angeles",11.1428571428571
"1991-09-01","Los Angeles",12
"1991-09-08","Los Angeles",11
"1991-09-15","Los Angeles",11.7142857142857
"1991-09-22","Los Angeles",9
"1991-09-29","Los Angeles",9.42857142857143
"1991-10-06","Los Angeles",10
"1991-10-13","Los Angeles",10.7142857142857
"1991-10-20","Los Angeles",10.1428571428571
"1991-10-27","Los Angeles",10.7142857142857
"1991-11-03","Los Angeles",11.1428571428571
"1991-11-10","Los Angeles",9.57142857142857
"1991-11-17","Los Angeles",11.8571428571429
"1991-11-24","Los Angeles",14.2857142857143
"1991-12-01","Los Angeles",13.7142857142857
"1991-12-08","Los Angeles",18.5714285714286
"1991-12-15","Los Angeles",16.2857142857143
"1991-12-22","Los Angeles",19.2857142857143
"1991-12-29","Los Angeles",22.5714285714286
"1992-01-05","Los Angeles",25
"1992-01-12","Los Angeles",25
"1992-01-19","Los Angeles",25.2857142857143
"1992-01-26","Los Angeles",19.1428571428571
"1992-02-02","Los Angeles",20.4285714285714
"1992-02-09","Los Angeles",20.1428571428571
"1992-02-16","Los Angeles",16.5714285714286
"1992-02-23","Los Angeles",15.8571428571429
"1992-03-01","Los Angeles",18.4285714285714
"1992-03-08","Los Angeles",16.5714285714286
"1992-03-15","Los Angeles",16.4285714285714
"1992-03-22","Los Angeles",13.2857142857143
"1992-03-29","Los Angeles",12.8571428571429
"1992-04-05","Los Angeles",14
"1992-04-12","Los Angeles",14.2857142857143
"1992-04-19","Los Angeles",14.8571428571429
"1992-04-26","Los Angeles",17.2857142857143
"1992-05-03","Los Angeles",12.4285714285714
"1992-05-10","Los Angeles",13.1428571428571
"1992-05-17","Los Angeles",12
"1992-05-24","Los Angeles",10
"1992-05-31","Los Angeles",13.4285714285714
"1992-06-07","Los Angeles",10.4285714285714
"1992-06-14","Los Angeles",10.4285714285714
"1992-06-21","Los Angeles",11.5714285714286
"1992-06-28","Los Angeles",10
"1992-07-05","Los Angeles",12.2857142857143
"1992-07-12","Los Angeles",11.7142857142857
"1992-07-19","Los Angeles",12.1428571428571
"1992-07-26","Los Angeles",12.4285714285714
"1992-08-02","Los Angeles",10.5714285714286
"1992-08-09","Los Angeles",11.4285714285714
"1992-08-16","Los Angeles",12.4285714285714
"1992-08-23","Los Angeles",12.1428571428571
"1992-08-30","Los Angeles",13
"1992-09-06","Los Angeles",11.5714285714286
"1992-09-13","Los Angeles",11.7142857142857
"1992-09-20","Los Angeles",13.1428571428571
"1992-09-27","Los Angeles",9.42857142857143
"1992-10-04","Los Angeles",10.1428571428571
"1992-10-11","Los Angeles",10.5714285714286
"1992-10-18","Los Angeles",13.5714285714286
"1992-10-25","Los Angeles",11.2857142857143
"1992-11-01","Los Angeles",9
"1992-11-08","Los Angeles",11.5714285714286
"1992-11-15","Los Angeles",12.2857142857143
"1992-11-22","Los Angeles",14.4285714285714
"1992-11-29","Los Angeles",10.1428571428571
"1992-12-06","Los Angeles",14.1428571428571
"1992-12-13","Los Angeles",15.5714285714286
"1992-12-20","Los Angeles",13.5714285714286
"1992-12-27","Los Angeles",14.2857142857143
"1993-01-03","Los Angeles",14.1428571428571
"1993-01-10","Los Angeles",19.1428571428571
"1993-01-17","Los Angeles",18.5714285714286
"1993-01-24","Los Angeles",18.7142857142857
"1993-01-31","Los Angeles",15.1428571428571
"1993-02-07","Los Angeles",16.4285714285714
"1993-02-14","Los Angeles",14.7142857142857
"1993-02-21","Los Angeles",15.2857142857143
"1993-02-28","Los Angeles",16.1428571428571
"1993-03-07","Los Angeles",15.5714285714286
"1993-03-14","Los Angeles",19
"1993-03-21","Los Angeles",16.2857142857143
"1993-03-28","Los Angeles",14.5714285714286
"1993-04-04","Los Angeles",14.5714285714286
"1993-04-11","Los Angeles",12.2857142857143
"1993-04-18","Los Angeles",13.5714285714286
"1993-04-25","Los Angeles",14.7142857142857
"1993-05-02","Los Angeles",14.5714285714286
"1993-05-09","Los Angeles",14.7142857142857
"1993-05-16","Los Angeles",13.2857142857143
"1993-05-23","Los Angeles",11.1428571428571
"1993-05-30","Los Angeles",12
"1993-06-06","Los Angeles",12.1428571428571
"1993-06-13","Los Angeles",12.5714285714286
"1993-06-20","Los Angeles",14
"1993-06-27","Los Angeles",9.42857142857143
"1993-07-04","Los Angeles",13.2857142857143
"1993-07-11","Los Angeles",11
"1993-07-18","Los Angeles",10.8571428571429
"1993-07-25","Los Angeles",11.8571428571429
"1993-08-01","Los Angeles",10.7142857142857
"1993-08-08","Los Angeles",14.2857142857143
"1993-08-15","Los Angeles",10.4285714285714
"1993-08-22","Los Angeles",11.7142857142857
"1993-08-29","Los Angeles",13.5714285714286
"1993-09-05","Los Angeles",10.8571428571429
"1993-09-12","Los Angeles",11.4285714285714
"1993-09-19","Los Angeles",11.7142857142857
"1993-09-26","Los Angeles",11.8571428571429
"1993-10-03","Los Angeles",13.2857142857143
"1993-10-10","Los Angeles",11.4285714285714
"1993-10-17","Los Angeles",11.5714285714286
"1993-10-24","Los Angeles",13
"1993-10-31","Los Angeles",13.4285714285714
"1993-11-07","Los Angeles",15.2857142857143
"1993-11-14","Los Angeles",11.8571428571429
"1993-11-21","Los Angeles",12.2857142857143
"1993-11-28","Los Angeles",15.1428571428571
"1993-12-05","Los Angeles",16.8571428571429
"1993-12-12","Los Angeles",20.1428571428571
"1993-12-19","Los Angeles",20.2857142857143
"1993-12-26","Los Angeles",27
"1994-01-02","Los Angeles",30.1428571428571
"1994-01-09","Los Angeles",31.7142857142857
"1994-01-16","Los Angeles",28.4285714285714
"1994-01-23","Los Angeles",25.4285714285714
"1994-01-30","Los Angeles",21.5714285714286
"1994-02-06","Los Angeles",20.8571428571429
"1994-02-13","Los Angeles",18.1428571428571
"1994-02-20","Los Angeles",21.7142857142857
"1994-02-27","Los Angeles",16.8571428571429
"1994-03-06","Los Angeles",15.7142857142857
"1994-03-13","Los Angeles",11.5714285714286
"1994-03-20","Los Angeles",13
"1994-03-27","Los Angeles",14.4285714285714
"1994-04-03","Los Angeles",11.4285714285714
"1994-04-10","Los Angeles",11.8571428571429
"1994-04-17","Los Angeles",12.7142857142857
"1994-04-24","Los Angeles",15.5714285714286
"1994-05-01","Los Angeles",14
"1994-05-08","Los Angeles",14
"1994-05-15","Los Angeles",14.2857142857143
"1994-05-22","Los Angeles",14
"1994-05-29","Los Angeles",13.4285714285714
"1994-06-05","Los Angeles",15.4285714285714
"1994-06-12","Los Angeles",11.8571428571429
"1994-06-19","Los Angeles",9.71428571428571
"1994-06-26","Los Angeles",10.5714285714286
"1994-07-03","Los Angeles",14.4285714285714
"1994-07-10","Los Angeles",14.1428571428571
"1994-07-17","Los Angeles",11.5714285714286
"1994-07-24","Los Angeles",12
"1994-07-31","Los Angeles",10.8571428571429
"1994-08-07","Los Angeles",11.5714285714286
"1994-08-14","Los Angeles",12.1428571428571
"1994-08-21","Los Angeles",15.5714285714286
"1994-08-28","Los Angeles",11.5714285714286
"1994-09-04","Los Angeles",10.2857142857143
"1994-09-11","Los Angeles",9.42857142857143
"1994-09-18","Los Angeles",9.28571428571429
"1994-09-25","Los Angeles",10.1428571428571
"1994-10-02","Los Angeles",10.5714285714286
"1994-10-09","Los Angeles",11.8571428571429
"1994-10-16","Los Angeles",12.5714285714286
"1994-10-23","Los Angeles",13.4285714285714
"1994-10-30","Los Angeles",10.2857142857143
"1994-11-06","Los Angeles",13.7142857142857
"1994-11-13","Los Angeles",13.4285714285714
"1994-11-20","Los Angeles",14.8571428571429
"1994-11-27","Los Angeles",15.4285714285714
"1994-12-04","Los Angeles",16.7142857142857
"1994-12-11","Los Angeles",14.8571428571429
"1994-12-18","Los Angeles",14.2857142857143
"1994-12-25","Los Angeles",16.4285714285714
"1995-01-01","Los Angeles",15.7142857142857
"1995-01-08","Los Angeles",17.1428571428571
"1995-01-15","Los Angeles",15.5714285714286
"1995-01-22","Los Angeles",17.2857142857143
"1995-01-29","Los Angeles",15.1428571428571
"1995-02-05","Los Angeles",16
"1995-02-12","Los Angeles",16.2857142857143
"1995-02-19","Los Angeles",19
"1995-02-26","Los Angeles",17.5714285714286
"1995-03-05","Los Angeles",16.5714285714286
"1995-03-12","Los Angeles",19.7142857142857
"1995-03-19","Los Angeles",18
"1995-03-26","Los Angeles",14
"1995-04-02","Los Angeles",15.1428571428571
"1995-04-09","Los Angeles",15.2857142857143
"1995-04-16","Los Angeles",13.8571428571429
"1995-04-23","Los Angeles",15.5714285714286
"1995-04-30","Los Angeles",14.7142857142857
"1995-05-07","Los Angeles",14.5714285714286
"1995-05-14","Los Angeles",11.5714285714286
"1995-05-21","Los Angeles",11
"1995-05-28","Los Angeles",13.5714285714286
"1995-06-04","Los Angeles",14.7142857142857
"1995-06-11","Los Angeles",10.1428571428571
"1995-06-18","Los Angeles",11.2857142857143
"1995-06-25","Los Angeles",13.5714285714286
"1995-07-02","Los Angeles",12.2857142857143
"1995-07-09","Los Angeles",12.7142857142857
"1995-07-16","Los Angeles",13.5714285714286
"1995-07-23","Los Angeles",14.4285714285714
"1995-07-30","Los Angeles",15.4285714285714
"1995-08-06","Los Angeles",12.7142857142857
"1995-08-13","Los Angeles",10.2857142857143
"1995-08-20","Los Angeles",12.5714285714286
"1995-08-27","Los Angeles",12.5714285714286
"1995-09-03","Los Angeles",11.7142857142857
"1995-09-10","Los Angeles",12.1428571428571
"1995-09-17","Los Angeles",12.1428571428571
"1995-09-24","Los Angeles",12
"1995-10-01","Los Angeles",12.5714285714286
"1995-10-08","Los Angeles",13.8571428571429
"1995-10-15","Los Angeles",11
"1995-10-22","Los Angeles",9.71428571428571
"1995-10-29","Los Angeles",15.5714285714286
"1995-11-05","Los Angeles",11.8571428571429
"1995-11-12","Los Angeles",14
"1995-11-19","Los Angeles",14.2857142857143
"1995-11-26","Los Angeles",12.7142857142857
"1995-12-03","Los Angeles",14.2857142857143
"1995-12-10","Los Angeles",16.4285714285714
"1995-12-17","Los Angeles",16.8571428571429
"1995-12-24","Los Angeles",16.7142857142857
"1995-12-31","Los Angeles",23
"1996-01-07","Los Angeles",26.7142857142857
"1996-01-14","Los Angeles",27.1428571428571
"1996-01-21","Los Angeles",26.2857142857143
"1996-01-28","Los Angeles",19
"1996-02-04","Los Angeles",16.2857142857143
"1996-02-11","Los Angeles",19.4285714285714
"1996-02-18","Los Angeles",16
"1996-02-25","Los Angeles",18.2857142857143
"1996-03-03","Los Angeles",16.7142857142857
"1996-03-10","Los Angeles",15.5714285714286
"1996-03-17","Los Angeles",13.2857142857143
"1996-03-24","Los Angeles",12.1428571428571
"1996-03-31","Los Angeles",15.4285714285714
"1996-04-07","Los Angeles",15.7142857142857
"1996-04-14","Los Angeles",13.4285714285714
"1996-04-21","Los Angeles",15.8571428571429
"1996-04-28","Los Angeles",20.5714285714286
"1996-05-05","Los Angeles",16.8571428571429
"1996-05-12","Los Angeles",14.2857142857143
"1996-05-19","Los Angeles",11.5714285714286
"1996-05-26","Los Angeles",11
"1996-06-02","Los Angeles",12
"1996-06-09","Los Angeles",11.4285714285714
"1996-06-16","Los Angeles",11.1428571428571
"1996-06-23","Los Angeles",12.2857142857143
"1996-06-30","Los Angeles",13.8571428571429
"1996-07-07","Los Angeles",13.2857142857143
"1996-07-14","Los Angeles",11.8571428571429
"1996-07-21","Los Angeles",13.4285714285714
"1996-07-28","Los Angeles",12.7142857142857
"1996-08-04","Los Angeles",10.7142857142857
"1996-08-11","Los Angeles",12.1428571428571
"1996-08-18","Los Angeles",11.5714285714286
"1996-08-25","Los Angeles",11.7142857142857
"1996-09-01","Los Angeles",12.5714285714286
"1996-09-08","Los Angeles",13.8571428571429
"1996-09-15","Los Angeles",10
"1996-09-22","Los Angeles",11.7142857142857
"1996-09-29","Los Angeles",10.8571428571429
"1996-10-06","Los Angeles",11.8571428571429
"1996-10-13","Los Angeles",10.7142857142857
"1996-10-20","Los Angeles",15.4285714285714
"1996-10-27","Los Angeles",14.1428571428571
"1996-11-03","Los Angeles",12.8571428571429
"1996-11-10","Los Angeles",14.8571428571429
"1996-11-17","Los Angeles",14.2857142857143
"1996-11-24","Los Angeles",13.4285714285714
"1996-12-01","Los Angeles",11.5714285714286
"1996-12-08","Los Angeles",13.8571428571429
"1996-12-15","Los Angeles",17.7142857142857
"1996-12-22","Los Angeles",16.1428571428571
"1996-12-29","Los Angeles",17.2857142857143
"1997-01-05","Los Angeles",23.8571428571429
"1997-01-12","Los Angeles",27.2857142857143
"1997-01-19","Los Angeles",26.5714285714286
"1997-01-26","Los Angeles",25.1428571428571
"1997-02-02","Los Angeles",25.4285714285714
"1997-02-09","Los Angeles",21.4285714285714
"1997-02-16","Los Angeles",17.5714285714286
"1997-02-23","Los Angeles",18.4285714285714
"1997-03-02","Los Angeles",16.8571428571429
"1997-03-09","Los Angeles",21.5714285714286
"1997-03-16","Los Angeles",18.7142857142857
"1997-03-23","Los Angeles",17.7142857142857
"1997-03-30","Los Angeles",15.5714285714286
"1997-04-06","Los Angeles",13.5714285714286
"1997-04-13","Los Angeles",16.1428571428571
"1997-04-20","Los Angeles",13.5714285714286
"1997-04-27","Los Angeles",14.2857142857143
"1997-05-04","Los Angeles",14.7142857142857
"1997-05-11","Los Angeles",14.8571428571429
"1997-05-18","Los Angeles",16.8571428571429
"1997-05-25","Los Angeles",13.1428571428571
"1997-06-01","Los Angeles",12.5714285714286
"1997-06-08","Los Angeles",13.1428571428571
"1997-06-15","Los Angeles",12.7142857142857
"1997-06-22","Los Angeles",12.1428571428571
"1997-06-29","Los Angeles",10
"1997-07-06","Los Angeles",10.8571428571429
"1997-07-13","Los Angeles",15.5714285714286
"1997-07-20","Los Angeles",13.4285714285714
"1997-07-27","Los Angeles",12.2857142857143
"1997-08-03","Los Angeles",13.7142857142857
"1997-08-10","Los Angeles",13.1428571428571
"1997-08-17","Los Angeles",13
"1997-08-24","Los Angeles",12.2857142857143
"1997-08-31","Los Angeles",12
"1997-09-07","Los Angeles",13.8571428571429
"1997-09-14","Los Angeles",14.2857142857143
"1997-09-21","Los Angeles",10.4285714285714
"1997-09-28","Los Angeles",12.1428571428571
"1997-10-05","Los Angeles",14.2857142857143
"1997-10-12","Los Angeles",12.4285714285714
"1997-10-19","Los Angeles",12.1428571428571
"1997-10-26","Los Angeles",15.4285714285714
"1997-11-02","Los Angeles",11.5714285714286
"1997-11-09","Los Angeles",13.4285714285714
"1997-11-16","Los Angeles",15.4285714285714
"1997-11-23","Los Angeles",15.8571428571429
"1997-11-30","Los Angeles",15.5714285714286
"1997-12-07","Los Angeles",19.4285714285714
"1997-12-14","Los Angeles",17.4285714285714
"1997-12-21","Los Angeles",23.5714285714286
"1997-12-28","Los Angeles",30.7142857142857
"1998-01-04","Los Angeles",45.7142857142857
"1998-01-11","Los Angeles",49.2857142857143
"1998-01-18","Los Angeles",42.7142857142857
"1998-01-25","Los Angeles",30.4285714285714
"1998-02-01","Los Angeles",25
"1998-02-08","Los Angeles",22.1428571428571
"1998-02-15","Los Angeles",20.8571428571429
"1998-02-22","Los Angeles",18.2857142857143
"1998-03-01","Los Angeles",14.2857142857143
"1998-03-08","Los Angeles",16.2857142857143
"1998-03-15","Los Angeles",17.4285714285714
"1998-03-22","Los Angeles",13.7142857142857
"1998-03-29","Los Angeles",14.2857142857143
"1998-04-05","Los Angeles",14.8571428571429
"1998-04-12","Los Angeles",16.2857142857143
"1998-04-19","Los Angeles",16.1428571428571
"1998-04-26","Los Angeles",16.1428571428571
"1998-05-03","Los Angeles",14.4285714285714
"1998-05-10","Los Angeles",17.2857142857143
"1998-05-17","Los Angeles",15.4285714285714
"1998-05-24","Los Angeles",12.4285714285714
"1998-05-31","Los Angeles",13.2857142857143
"1998-06-07","Los Angeles",12
"1998-06-14","Los Angeles",15.5714285714286
"1998-06-21","Los Angeles",15
"1998-06-28","Los Angeles",14.8571428571429
"1998-07-05","Los Angeles",13.5714285714286
"1998-07-12","Los Angeles",13.8571428571429
"1998-07-19","Los Angeles",14.1428571428571
"1998-07-26","Los Angeles",13
"1998-08-02","Los Angeles",13.1428571428571
"1998-08-09","Los Angeles",12.7142857142857
"1998-08-16","Los Angeles",14.1428571428571
"1998-08-23","Los Angeles",12.4285714285714
"1998-08-30","Los Angeles",13.1428571428571
"1998-09-06","Los Angeles",14.7142857142857
"1998-09-13","Los Angeles",11.4285714285714
"1998-09-20","Los Angeles",11
"1998-09-27","Los Angeles",11.5714285714286
"1998-10-04","Los Angeles",14.5714285714286
"1998-10-11","Los Angeles",13.7142857142857
"1998-10-18","Los Angeles",13.7142857142857
"1998-10-25","Los Angeles",15.1428571428571
"1998-11-01","Los Angeles",14.1428571428571
"1998-11-08","Los Angeles",14.4285714285714
"1998-11-15","Los Angeles",13.5714285714286
"1998-11-22","Los Angeles",14
"1998-11-29","Los Angeles",15.7142857142857
"1998-12-06","Los Angeles",14.2857142857143
"1998-12-13","Los Angeles",17.4285714285714
"1998-12-20","Los Angeles",17.8571428571429
"1998-12-27","Los Angeles",16.5714285714286
"1999-01-03","Los Angeles",19.1428571428571
"1999-01-10","Los Angeles",12.1428571428571
"1999-01-17","Los Angeles",13.1428571428571
"1999-01-24","Los Angeles",13
