"dates","Chicago","Dallas/Fort Worth","Houston","Phoenix","Santa Ana/Anaheim","San Diego","Miami","Detroit","Seattle","San Bernardino"
"1989-01-31",9.80645161290323,5.25806451612903,3.54838709677419,5.83870967741935,5.45161290322581,7.51612903225806,3.19354838709677,3.41935483870968,3.29032258064516,3.64516129032258
"1989-02-28",12.0357142857143,5.39285714285714,4.17857142857143,6.64285714285714,5.82142857142857,7.28571428571429,2.75,5.32142857142857,3.28571428571429,4.46428571428571
"1989-03-31",11.3548387096774,5,2.74193548387097,5.29032258064516,3.67741935483871,4.67741935483871,4.03225806451613,4.58064516129032,3.38709677419355,2.19354838709677
"1989-04-30",9.6,3.23333333333333,2.4,3.83333333333333,2.96666666666667,4.26666666666667,3.5,3.83333333333333,2.8,1.96666666666667
"1989-05-31",10.3870967741935,2.64516129032258,2.70967741935484,3.45161290322581,2.48387096774194,3.70967741935484,2.58064516129032,2.54838709677419,2.41935483870968,1.64516129032258
"1989-06-30",8.5,3.5,1.66666666666667,3,2.96666666666667,3.63333333333333,2.36666666666667,2.56666666666667,1.86666666666667,2.5
"1989-07-31",7.2258064516129,2.41935483870968,2.19354838709677,3.87096774193548,2.2258064516129,2.70967741935484,3.16129032258065,2.70967741935484,2.2258064516129,1.93548387096774
"1989-08-31",8,2.45161290322581,1.87096774193548,2.06451612903226,2.38709677419355,3.25806451612903,3.06451612903226,2.41935483870968,1.70967741935484,2.32258064516129
"1989-09-30",9.23333333333333,2.76666666666667,2,3.4,3.4,3.23333333333333,2.53333333333333,3.1,2.4,1.7
"1989-10-31",8.54838709677419,3.09677419354839,2.35483870967742,3.61290322580645,3.12903225806452,3.32258064516129,3.32258064516129,3.03225806451613,1.80645161290323,1.87096774193548
"1989-11-30",8.53333333333333,3.76666666666667,2.46666666666667,3.56666666666667,3.4,3.56666666666667,3.7,3,2.66666666666667,1.86666666666667
"1989-12-31",12.6774193548387,6.80645161290323,4.16129032258065,5.19354838709677,4.54838709677419,5.41935483870968,3.93548387096774,3.12903225806452,2.70967741935484,3.64516129032258
"1990-01-31",16.0967741935484,9.70967741935484,4.67741935483871,8.83870967741935,5.80645161290323,7.48387096774194,4.64516129032258,5.7741935483871,2.61290322580645,4.38709677419355
"1990-02-28",10.2857142857143,5.14285714285714,3.42857142857143,6.42857142857143,4.35714285714286,6.46428571428571,3.71428571428571,3.82142857142857,3.82142857142857,2.35714285714286
"1990-03-31",9.74193548387097,4.67741935483871,2.45161290322581,4.06451612903226,3.09677419354839,4.54838709677419,3.51612903225806,3.19354838709677,3.38709677419355,2.32258064516129
"1990-04-30",8,3.63333333333333,3.13333333333333,3.63333333333333,3.03333333333333,3.76666666666667,3.5,3.73333333333333,2.46666666666667,2.2
"1990-05-31",8.96774193548387,3.7741935483871,2.38709677419355,3.51612903225806,3.54838709677419,3.45161290322581,3.96774193548387,3.35483870967742,2.51612903225806,1.67741935483871
"1990-06-30",9.16666666666667,3.2,2.76666666666667,4.16666666666667,3.3,3.63333333333333,2.76666666666667,3.36666666666667,2.16666666666667,2.03333333333333
"1990-07-31",7,2.58064516129032,2.35483870967742,2.96774193548387,3,3.35483870967742,2.64516129032258,2.70967741935484,2.41935483870968,1.54838709677419
"1990-08-31",7.83870967741935,2.96774193548387,2.61290322580645,3.19354838709677,3.48387096774194,2.48387096774194,3.25806451612903,2.67741935483871,1.93548387096774,1.61290322580645
"1990-09-30",6.86666666666667,3.2,2.4,3.5,2.56666666666667,3.46666666666667,2.46666666666667,3.16666666666667,2.13333333333333,1.73333333333333
"1990-10-31",8.64516129032258,2.67741935483871,2.12903225806452,3.83870967741935,3.29032258064516,3.45161290322581,2.67741935483871,3.41935483870968,2.19354838709677,1.96774193548387
"1990-11-30",9.16666666666667,3.76666666666667,2.3,3.9,3.23333333333333,4.03333333333333,3.36666666666667,3.3,2.23333333333333,2.2
"1990-12-31",8.96774193548387,4.16129032258065,3.45161290322581,4.90322580645161,4.29032258064516,4.35483870967742,3,3.29032258064516,2.51612903225806,2.7741935483871
"1991-01-31",10.1612903225806,4.06451612903226,3.32258064516129,4.90322580645161,4.12903225806452,4.96774193548387,3.48387096774194,3.87096774193548,2.67741935483871,2.58064516129032
"1991-02-28",11.8571428571429,4.03571428571429,3.25,5.85714285714286,3.64285714285714,4.89285714285714,3.60714285714286,3.03571428571429,2.5,2.75
"1991-03-31",10.9032258064516,5.61290322580645,2.29032258064516,5.70967741935484,3.2258064516129,4.48387096774194,3.16129032258065,4.06451612903226,3.2258064516129,2.25806451612903
"1991-04-30",8.53333333333333,4.23333333333333,3.03333333333333,4.53333333333333,3.66666666666667,4.56666666666667,3.1,3.53333333333333,3.3,2.06666666666667
"1991-05-31",8.58064516129032,4.35483870967742,2.74193548387097,4,3,4.32258064516129,2.54838709677419,3.48387096774194,3.12903225806452,1.90322580645161
"1991-06-30",8.3,4.53333333333333,2.23333333333333,4.26666666666667,3.5,3.53333333333333,2.4,3.23333333333333,2.33333333333333,1.93333333333333
"1991-07-31",7.51612903225806,3.16129032258065,2.45161290322581,3.64516129032258,3.25806451612903,2.7741935483871,2.80645161290323,3.58064516129032,1.70967741935484,2.2258064516129
"1991-08-31",7.87096774193548,3.29032258064516,2.61290322580645,2.93548387096774,2.93548387096774,3.2258064516129,3.29032258064516,2.93548387096774,1.64516129032258,2
"1991-09-30",7.63333333333333,3.93333333333333,2.66666666666667,3.23333333333333,2.63333333333333,3.56666666666667,3,2.3,1.7,1.66666666666667
"1991-10-31",8.48387096774194,3.64516129032258,2.16129032258065,3.96774193548387,2.90322580645161,3.90322580645161,2.93548387096774,3.29032258064516,2.61290322580645,1.70967741935484
"1991-11-30",9.26666666666667,4.06666666666667,3.3,4.13333333333333,2.7,4.1,2.5,3.16666666666667,2.5,2.23333333333333
"1991-12-31",13.0645161290323,5.35483870967742,3.51612903225806,5.45161290322581,5.48387096774194,5.25806451612903,3.19354838709677,4.51612903225806,2.38709677419355,3.90322580645161
"1992-01-31",11.9677419354839,5.58064516129032,3.58064516129032,6.19354838709677,6,7.38709677419355,3.80645161290323,4.48387096774194,2.83870967741935,3.35483870967742
"1992-02-29",10.5862068965517,4.75862068965517,3.24137931034483,5.31034482758621,4.44827586206897,5.75862068965517,3.51724137931034,4.06896551724138,2.89655172413793,2.58620689655172
"1992-03-31",9.03225806451613,4.74193548387097,2.41935483870968,3.54838709677419,2.80645161290323,4,3.58064516129032,3.7741935483871,2.80645161290323,2.12903225806452
"1992-04-30",8.86666666666667,3.96666666666667,3.13333333333333,3.63333333333333,3.93333333333333,4.46666666666667,3.63333333333333,3,2.93333333333333,2.26666666666667
"1992-05-31",8.06451612903226,4,3.09677419354839,3.83870967741935,3.09677419354839,4,2.90322580645161,3.32258064516129,2.45161290322581,2.48387096774194
"1992-06-30",8.43333333333333,4.13333333333333,2.56666666666667,3.8,2.66666666666667,3.73333333333333,2.6,3.53333333333333,1.86666666666667,2.2
"1992-07-31",7.64516129032258,3.74193548387097,2.2258064516129,3.7741935483871,2.96774193548387,3.45161290322581,3.12903225806452,2.54838709677419,2.19354838709677,2.32258064516129
"1992-08-31",6.80645161290323,3.41935483870968,1.93548387096774,3.90322580645161,2.90322580645161,4.58064516129032,3.16129032258065,3.19354838709677,2.51612903225806,1.90322580645161
"1992-09-30",7,3.06666666666667,2.3,3.23333333333333,3.3,3.86666666666667,3.13333333333333,2.73333333333333,1.96666666666667,2.4
"1992-10-31",8.74193548387097,3.96774193548387,2.41935483870968,4.16129032258065,2.96774193548387,3.67741935483871,3.12903225806452,3.61290322580645,2.58064516129032,1.93548387096774
"1992-11-30",8.33333333333333,3.46666666666667,2.33333333333333,4.56666666666667,2.83333333333333,4.56666666666667,3.16666666666667,3.23333333333333,1.83333333333333,2.1
"1992-12-31",8.96774193548387,5.2258064516129,3.09677419354839,5.67741935483871,3.83870967741935,5.32258064516129,3.48387096774194,3.83870967741935,2.93548387096774,2.51612903225806
"1993-01-31",9.54838709677419,5.61290322580645,3.74193548387097,5.74193548387097,4.51612903225806,7.19354838709677,4.06451612903226,3.61290322580645,3.70967741935484,2.83870967741935
"1993-02-28",9.85714285714286,6.32142857142857,2.78571428571429,6.17857142857143,4.53571428571429,5.35714285714286,4.28571428571429,4.42857142857143,3.39285714285714,2.5
"1993-03-31",13.5806451612903,5.29032258064516,3.09677419354839,5.7741935483871,5.32258064516129,5.48387096774194,4.61290322580645,5.03225806451613,4.38709677419355,2.61290322580645
"1993-04-30",13.1,5.13333333333333,3.4,5.8,4.03333333333333,5.13333333333333,4.6,5.1,2.9,2.73333333333333
"1993-05-31",8.41935483870968,4.38709677419355,2.64516129032258,5.54838709677419,3.35483870967742,4.16129032258065,3.7741935483871,3.87096774193548,2.48387096774194,2.45161290322581
"1993-06-30",8.16666666666667,3.46666666666667,2.23333333333333,4.13333333333333,3.8,4.7,4,3.7,2.33333333333333,2.56666666666667
"1993-07-31",8.16129032258065,3.7741935483871,2.2258064516129,3.41935483870968,2.67741935483871,4.09677419354839,3.64516129032258,3.58064516129032,2.19354838709677,2.19354838709677
"1993-08-31",8.06451612903226,2.80645161290323,2.51612903225806,3.06451612903226,3.12903225806452,3.58064516129032,3.2258064516129,2.70967741935484,2.45161290322581,2.29032258064516
"1993-09-30",8.43333333333333,3.46666666666667,2.6,3.56666666666667,3.23333333333333,4.7,2.96666666666667,2.4,1.9,2.1
"1993-10-31",10.1290322580645,4,2.58064516129032,3.45161290322581,3.41935483870968,4.83870967741935,3.35483870967742,2.93548387096774,2.54838709677419,2.64516129032258
"1993-11-30",9.2,4.8,3.06666666666667,4.23333333333333,3.76666666666667,4.26666666666667,3.36666666666667,3.1,2.73333333333333,2.46666666666667
"1993-12-31",9.80645161290323,6.7741935483871,3.03225806451613,6.67741935483871,5.67741935483871,6.2258064516129,2.96774193548387,3.70967741935484,3.06451612903226,4.25806451612903
"1994-01-31",12.4516129032258,9.93548387096774,4.61290322580645,7.48387096774194,6.87096774193548,8.67741935483871,4.2258064516129,5.61290322580645,4.93548387096774,4.64516129032258
"1994-02-28",10.8571428571429,5.21428571428571,3.5,6.67857142857143,3.96428571428571,5.89285714285714,3.46428571428571,3.96428571428571,2.42857142857143,3.10714285714286
"1994-03-31",9.74193548387097,4.32258064516129,3.2258064516129,4.90322580645161,3.70967741935484,4.61290322580645,3.58064516129032,3.70967741935484,3.48387096774194,2.58064516129032
"1994-04-30",9.83333333333333,3.83333333333333,2.63333333333333,4.73333333333333,3.5,4.43333333333333,3.53333333333333,3.66666666666667,2.76666666666667,2.26666666666667
"1994-05-31",8.32258064516129,4.38709677419355,2.64516129032258,4.67741935483871,3.03225806451613,4.64516129032258,3.32258064516129,3.29032258064516,2.48387096774194,2.83870967741935
"1994-06-30",8.4,4.43333333333333,2.9,4.1,3.43333333333333,4.3,3.43333333333333,3.23333333333333,2.56666666666667,2.23333333333333
"1994-07-31",6.90322580645161,3.80645161290323,2.83870967741935,3.32258064516129,2.54838709677419,3.54838709677419,2.83870967741935,2.74193548387097,2.67741935483871,2.32258064516129
"1994-08-31",8,3.93548387096774,2.48387096774194,3.2258064516129,3.09677419354839,4.41935483870968,3.25806451612903,2.58064516129032,2.12903225806452,1.7741935483871
"1994-09-30",8.03333333333333,3.2,2.06666666666667,3.06666666666667,2.6,3.9,2.83333333333333,2.93333333333333,1.93333333333333,2.1
"1994-10-31",8.61290322580645,4.03225806451613,2.83870967741935,4.64516129032258,2.93548387096774,4.41935483870968,3,3.45161290322581,2.64516129032258,1.83870967741935
"1994-11-30",8.46666666666667,4.2,2.63333333333333,4.86666666666667,3.36666666666667,4.93333333333333,3.06666666666667,3.2,2.66666666666667,2.66666666666667
"1994-12-31",10.1290322580645,5.45161290322581,3.32258064516129,6.41935483870968,3.90322580645161,6.06451612903226,3.67741935483871,3,3.12903225806452,3.29032258064516
"1995-01-31",12.4516129032258,6.32258064516129,4.06451612903226,6.12903225806452,3.19354838709677,5.51612903225806,3.41935483870968,3.93548387096774,3.58064516129032,2.25806451612903
"1995-02-28",13.6071428571429,5.5,3.07142857142857,5.64285714285714,4.39285714285714,4.89285714285714,5.57142857142857,5,3.07142857142857,2.71428571428571
"1995-03-31",11.3548387096774,6.19354838709677,3.87096774193548,4.51612903225806,4.48387096774194,5.2258064516129,4.51612903225806,4.70967741935484,3.45161290322581,2.7741935483871
"1995-04-30",9.06666666666667,4.76666666666667,3.23333333333333,5.76666666666667,3.73333333333333,5.26666666666667,3.83333333333333,3.5,3.06666666666667,2.63333333333333
"1995-05-31",9.83870967741935,4.38709677419355,2.83870967741935,5.45161290322581,3.45161290322581,4.7741935483871,3.25806451612903,2.70967741935484,2.74193548387097,2.09677419354839
"1995-06-30",7.83333333333333,4,2.6,4.5,3.06666666666667,3.46666666666667,3.96666666666667,3.16666666666667,2.06666666666667,2.13333333333333
"1995-07-31",9.06451612903226,4.16129032258065,2.38709677419355,3.74193548387097,3.16129032258065,3.54838709677419,3.70967741935484,3.41935483870968,2.29032258064516,1.90322580645161
"1995-08-31",8.41935483870968,3.61290322580645,2.25806451612903,4.06451612903226,2.54838709677419,4.09677419354839,3.80645161290323,2.61290322580645,1.87096774193548,1.90322580645161
"1995-09-30",8.03333333333333,3.8,2.56666666666667,4.23333333333333,3.26666666666667,4,3.16666666666667,3,2.3,2.1
"1995-10-31",8.80645161290323,4.25806451612903,2.58064516129032,5.03225806451613,2.64516129032258,4.70967741935484,3.64516129032258,3.06451612903226,2.12903225806452,2.19354838709677
"1995-11-30",8.73333333333333,4.63333333333333,3.33333333333333,4.33333333333333,3.5,4.03333333333333,3.7,3.33333333333333,2.73333333333333,3
"1995-12-31",10.3225806451613,6.19354838709677,3.32258064516129,6.58064516129032,4.45161290322581,6.48387096774194,4.64516129032258,3.54838709677419,2.41935483870968,3.48387096774194
"1996-01-31",11.258064516129,8.03225806451613,4.93548387096774,8.67741935483871,6.38709677419355,10.0322580645161,4.96774193548387,3.67741935483871,2.87096774193548,4.19354838709677
"1996-02-29",8.58620689655172,5.51724137931035,3.3448275862069,6.58620689655172,4.48275862068965,7.58620689655172,4.06896551724138,4.13793103448276,3,3.20689655172414
"1996-03-31",10.1612903225806,6.06451612903226,3.48387096774194,6.06451612903226,4.32258064516129,5.96774193548387,3.83870967741935,3.87096774193548,2.25806451612903,2.45161290322581
"1996-04-30",10.3666666666667,5.26666666666667,3.33333333333333,4.86666666666667,3.66666666666667,4.96666666666667,4.43333333333333,3.9,2.43333333333333,2.56666666666667
"1996-05-31",8.96774193548387,4.58064516129032,2.87096774193548,4.61290322580645,3.61290322580645,4.74193548387097,3.70967741935484,3.2258064516129,3.67741935483871,2.93548387096774
"1996-06-30",7.8,4.26666666666667,2.66666666666667,3.83333333333333,3.13333333333333,4.53333333333333,3.46666666666667,3.13333333333333,2.36666666666667,1.86666666666667
"1996-07-31",7.19354838709677,4.03225806451613,2.12903225806452,3.35483870967742,2.87096774193548,4.96774193548387,3.80645161290323,2.61290322580645,3.12903225806452,2.12903225806452
"1996-08-31",6.58064516129032,3.87096774193548,2.2258064516129,3.61290322580645,2.64516129032258,3.96774193548387,3.54838709677419,2.41935483870968,2.16129032258065,1.70967741935484
"1996-09-30",7.86666666666667,3.46666666666667,2.6,3.93333333333333,3.63333333333333,4.36666666666667,4,3.43333333333333,2.03333333333333,2.13333333333333
"1996-10-31",8.54838709677419,3.80645161290323,2.90322580645161,4,3.03225806451613,4.96774193548387,3.74193548387097,2.83870967741935,2.58064516129032,2.48387096774194
"1996-11-30",10.9,3.76666666666667,2.96666666666667,4.96666666666667,3.66666666666667,4.4,3.5,3.86666666666667,2.66666666666667,2.5
"1996-12-31",13.1612903225806,5.54838709677419,3.35483870967742,7.12903225806452,4.7741935483871,6.35483870967742,4.74193548387097,4.16129032258065,5.03225806451613,2.87096774193548
"1997-01-31",11.4193548387097,7.70967741935484,4.70967741935484,9.29032258064516,6.45161290322581,8.06451612903226,4.93548387096774,4.2258064516129,4.54838709677419,4.25806451612903
"1997-02-28",10.6428571428571,7.53571428571429,3.64285714285714,7.85714285714286,5.92857142857143,7.35714285714286,5.5,3.85714285714286,3.53571428571429,3.42857142857143
"1997-03-31",9.67741935483871,5.74193548387097,3.32258064516129,7.35483870967742,4.38709677419355,5.96774193548387,4.48387096774194,3.54838709677419,3.06451612903226,2.7741935483871
"1997-04-30",9.46666666666667,5.46666666666667,3.93333333333333,6.16666666666667,3.8,5.76666666666667,3.93333333333333,3.5,4.16666666666667,2.46666666666667
"1997-05-31",9.03225806451613,4.09677419354839,3.83870967741935,5.06451612903226,4.19354838709677,5.06451612903226,3.64516129032258,3.32258064516129,3.03225806451613,2.19354838709677
"1997-06-30",7.43333333333333,4.4,3.36666666666667,3.76666666666667,3.86666666666667,5.16666666666667,4.06666666666667,3.36666666666667,2.5,2.26666666666667
"1997-07-31",7.67741935483871,4.06451612903226,2.41935483870968,3.61290322580645,3.83870967741935,4,3.7741935483871,3.32258064516129,2.45161290322581,2.41935483870968
"1997-08-31",6.87096774193548,4.09677419354839,2.74193548387097,3.74193548387097,3.25806451612903,4.58064516129032,4.09677419354839,3.06451612903226,2.87096774193548,2.35483870967742
"1997-09-30",7.3,3.96666666666667,2.4,3.5,3.86666666666667,4.83333333333333,3.13333333333333,2.73333333333333,2.06666666666667,2.53333333333333
"1997-10-31",8.64516129032258,4.35483870967742,2.25806451612903,4.41935483870968,3.38709677419355,4.93548387096774,3.67741935483871,3.29032258064516,2.90322580645161,2.35483870967742
"1997-11-30",8.66666666666667,5.06666666666667,3.53333333333333,5.33333333333333,3.66666666666667,4.73333333333333,3.23333333333333,3.53333333333333,2.56666666666667,2.63333333333333
"1997-12-31",10.6129032258065,5.58064516129032,4.41935483870968,6.51612903225806,6.45161290322581,7.38709677419355,3.80645161290323,3.38709677419355,3.16129032258065,4.96774193548387
"1998-01-31",12.7741935483871,7.70967741935484,4.83870967741935,10.5483870967742,12.0967741935484,14.3870967741935,4.80645161290323,4.70967741935484,4.16129032258065,7.03225806451613
"1998-02-28",12.7857142857143,7.64285714285714,3.03571428571429,9,4.78571428571429,7.07142857142857,4.46428571428571,5.71428571428571,4.71428571428571,3.39285714285714
"1998-03-31",10.1935483870968,6,3.41935483870968,6.16129032258065,4.25806451612903,5.70967741935484,4.2258064516129,4.70967741935484,3.32258064516129,3.09677419354839
"1998-04-30",8.06666666666667,5.63333333333333,3.23333333333333,5.06666666666667,4.66666666666667,5.66666666666667,4.2,4.53333333333333,3.53333333333333,2.96666666666667
"1998-05-31",7.67741935483871,5.45161290322581,3.51612903225806,5.12903225806452,3.7741935483871,5.38709677419355,3.29032258064516,2.93548387096774,2.64516129032258,2.12903225806452
"1998-06-30",7.53333333333333,4.36666666666667,2.53333333333333,5.63333333333333,3.86666666666667,5.56666666666667,3.36666666666667,3.36666666666667,2.4,2.53333333333333
"1998-07-31",8.12903225806452,3.87096774193548,2.41935483870968,4.03225806451613,3.90322580645161,4.19354838709677,3.67741935483871,2.93548387096774,2.32258064516129,2.29032258064516
"1998-08-31",8.74193548387097,3.35483870967742,3.12903225806452,3.93548387096774,3.7741935483871,4.09677419354839,2.87096774193548,2.67741935483871,2.74193548387097,2.12903225806452
"1998-09-30",8.7,4.2,2.86666666666667,4.46666666666667,3.66666666666667,5.4,3.66666666666667,3.03333333333333,2.16666666666667,1.96666666666667
"1998-10-31",8.74193548387097,4.51612903225806,3.16129032258065,4.87096774193548,3.96774193548387,5.12903225806452,3.48387096774194,3.03225806451613,3,2.58064516129032
"1998-11-30",8.6,4.5,2.93333333333333,5.5,4.3,5.56666666666667,3.1,3.4,3.13333333333333,2.73333333333333
"1998-12-31",11.0967741935484,5.45161290322581,3.96774193548387,7.03225806451613,5.12903225806452,6,4.03225806451613,2.93548387096774,3.06451612903226,3.87096774193548
"1999-01-31",12.0645161290323,6.45161290322581,4.03225806451613,8.96774193548387,3.48387096774194,5.03225806451613,4.70967741935484,4.48387096774194,3.45161290322581,2.09677419354839
"1999-02-28",13.2857142857143,9.07142857142857,4,11.3214285714286,3.67857142857143,4.92857142857143,4.82142857142857,4.03571428571429,4.67857142857143,2.96428571428571
"1999-03-31",13.6129032258065,7.74193548387097,3.93548387096774,7.83870967741935,3.32258064516129,4.54838709677419,4.48387096774194,3.74193548387097,3.83870967741935,2.35483870967742
"1999-04-30",9.36666666666667,5.23333333333333,4.13333333333333,7,3.03333333333333,4.2,3.66666666666667,4.06666666666667,3.6,2.13333333333333
"1999-05-31",7.58064516129032,4.74193548387097,3.12903225806452,4.58064516129032,2.54838709677419,3.87096774193548,3.90322580645161,2.93548387096774,2.87096774193548,1.7741935483871
"1999-06-30",8.26666666666667,4.76666666666667,2.6,4.53333333333333,2.76666666666667,3.36666666666667,3.53333333333333,2.9,2.6,2.1
"1999-07-31",7.51612903225806,3.70967741935484,2.12903225806452,4.16129032258065,3.29032258064516,3.03225806451613,3.87096774193548,2.61290322580645,2.12903225806452,1.7741935483871
"1999-08-31",7.2258064516129,4.61290322580645,2.25806451612903,4.61290322580645,2.06451612903226,3.09677419354839,3.90322580645161,2.80645161290323,1.93548387096774,1.45161290322581
"1999-09-30",6.8,3.73333333333333,2.26666666666667,3.7,1.86666666666667,3.03333333333333,3.23333333333333,2.8,2.43333333333333,1.63333333333333
"1999-10-31",8.83870967741935,4.35483870967742,2.70967741935484,4.03225806451613,3.12903225806452,3.29032258064516,3.32258064516129,2.83870967741935,2.29032258064516,2.06451612903226
"1999-11-30",7.9,4.9,2.7,4.66666666666667,3.53333333333333,3.66666666666667,3.46666666666667,3.06666666666667,3.2,3.13333333333333
"1999-12-31",11.8064516129032,5.70967741935484,4.03225806451613,7.09677419354839,6.83870967741935,8.06451612903226,3.12903225806452,3.61290322580645,3.19354838709677,5
"2000-01-31",15,10.1290322580645,4.90322580645161,9.61290322580645,9.90322580645161,11.1612903225806,4.16129032258065,5.32258064516129,3.45161290322581,5.67741935483871
"2000-02-29",9.86206896551724,6.6551724137931,4.06896551724138,8.51724137931035,4.55172413793103,5.72413793103448,4.03448275862069,3.96551724137931,3.96551724137931,3.68965517241379
"2000-03-31",8.19354838709677,4.83870967741935,2.67741935483871,7.2258064516129,4.03225806451613,5.70967741935484,3.25806451612903,3.12903225806452,3,3.12903225806452
"2000-04-30",7.63333333333333,4.73333333333333,2.53333333333333,5.63333333333333,3.6,4.83333333333333,2.73333333333333,2.96666666666667,2.3,2.26666666666667
"2000-05-31",7.38709677419355,4.48387096774194,3.45161290322581,5.25806451612903,3.19354838709677,4.35483870967742,3,3.06451612903226,2.38709677419355,2.19354838709677
"2000-06-30",6.6,4.76666666666667,2.9,4.36666666666667,3.1,4.6,2.83333333333333,3.23333333333333,2.93333333333333,2.23333333333333
"2000-07-31",7.06451612903226,4.19354838709677,2.09677419354839,4.90322580645161,3.35483870967742,4.25806451612903,2.90322580645161,3.29032258064516,2.12903225806452,2.09677419354839
"2000-08-31",6.74193548387097,4,2.51612903225806,5.12903225806452,2.80645161290323,4.09677419354839,2.45161290322581,1.80645161290323,2.51612903225806,2.2258064516129
"2000-09-30",6.96666666666667,4.13333333333333,2.76666666666667,5,3.1,4.03333333333333,3.5,2.4,2.23333333333333,2.36666666666667
"2000-10-31",8.06451612903226,4.64516129032258,2.83870967741935,4.87096774193548,3.2258064516129,4.16129032258065,2.83870967741935,2.41935483870968,2.2258064516129,2.29032258064516
"2000-11-30",8.53333333333333,3.76666666666667,3.03333333333333,6.23333333333333,4.1,4.76666666666667,3.36666666666667,2.86666666666667,2.9,2.93333333333333
"2000-12-31",9.61290322580645,6.35483870967742,3.41935483870968,6.41935483870968,4.09677419354839,5.03225806451613,3.61290322580645,3.35483870967742,2.35483870967742,2.83870967741935
