"dates","Los Angeles","New York","Chicago","Dallas/Fort Worth","Houston","Phoenix","Santa Ana/Anaheim","San Diego","Miami","Detroit","Seattle","San Bernardino","San Jose","Minneapolis","Riverside","Philadelphia","Atlanta","Oakland","Denver","Cleveland"
"1990-03-31",12.8387096774194,17.8709677419355,9.74193548387097,4.67741935483871,2.45161290322581,4.06451612903226,3.09677419354839,4.54838709677419,3.51612903225806,3.19354838709677,3.38709677419355,2.32258064516129,1.93548387096774,3,2.25806451612903,3.41935483870968,2.2258064516129,2.2258064516129,2.61290322580645,2.35483870967742
"1990-04-30",14.0333333333333,15.8,8,3.63333333333333,3.13333333333333,3.63333333333333,3.03333333333333,3.76666666666667,3.5,3.73333333333333,2.46666666666667,2.2,1.63333333333333,2.8,2.16666666666667,2.76666666666667,1.8,2.1,2.36666666666667,3.13333333333333
"1990-05-31",12.1290322580645,14.741935483871,8.96774193548387,3.7741935483871,2.38709677419355,3.51612903225806,3.54838709677419,3.45161290322581,3.96774193548387,3.35483870967742,2.51612903225806,1.67741935483871,1.48387096774194,2.51612903225806,1.93548387096774,2.80645161290323,1.74193548387097,1.41935483870968,1.54838709677419,2.32258064516129
"1990-06-30",10.8666666666667,14.2333333333333,9.16666666666667,3.2,2.76666666666667,4.16666666666667,3.3,3.63333333333333,2.76666666666667,3.36666666666667,2.16666666666667,2.03333333333333,1.9,2.3,1.46666666666667,2.83333333333333,1.33333333333333,1.93333333333333,1.66666666666667,2.33333333333333
"1990-07-31",11.6129032258065,13.4516129032258,7,2.58064516129032,2.35483870967742,2.96774193548387,3,3.35483870967742,2.64516129032258,2.70967741935484,2.41935483870968,1.54838709677419,1.12903225806452,2.09677419354839,1.83870967741935,2.80645161290323,1.41935483870968,1.64516129032258,1.48387096774194,1.80645161290323
"1990-08-31",11.258064516129,12.258064516129,7.83870967741935,2.96774193548387,2.61290322580645,3.19354838709677,3.48387096774194,2.48387096774194,3.25806451612903,2.67741935483871,1.93548387096774,1.61290322580645,1.61290322580645,2.09677419354839,1.70967741935484,2.74193548387097,1.83870967741935,1.61290322580645,1.67741935483871,1.87096774193548
"1990-09-30",11.3666666666667,13.8333333333333,6.86666666666667,3.2,2.4,3.5,2.56666666666667,3.46666666666667,2.46666666666667,3.16666666666667,2.13333333333333,1.73333333333333,1.43333333333333,2.1,1.9,2.63333333333333,1.63333333333333,1.06666666666667,1.56666666666667,2
"1990-10-31",11.8709677419355,14.0967741935484,8.64516129032258,2.67741935483871,2.12903225806452,3.83870967741935,3.29032258064516,3.45161290322581,2.67741935483871,3.41935483870968,2.19354838709677,1.96774193548387,1.58064516129032,2.51612903225806,1.96774193548387,2.64516129032258,1.32258064516129,1.61290322580645,2.03225806451613,2.32258064516129
"1990-11-30",12.0333333333333,13.9,9.16666666666667,3.76666666666667,2.3,3.9,3.23333333333333,4.03333333333333,3.36666666666667,3.3,2.23333333333333,2.2,1.96666666666667,2.66666666666667,2.4,2.66666666666667,1.2,2.06666666666667,1.63333333333333,2.03333333333333
"1990-12-31",14.7096774193548,18.258064516129,8.96774193548387,4.16129032258065,3.45161290322581,4.90322580645161,4.29032258064516,4.35483870967742,3,3.29032258064516,2.51612903225806,2.7741935483871,2.32258064516129,2.80645161290323,2.12903225806452,3.03225806451613,1.70967741935484,2.70967741935484,2.32258064516129,2.51612903225806
"1991-01-31",15.9032258064516,20.0322580645161,10.1612903225806,4.06451612903226,3.32258064516129,4.90322580645161,4.12903225806452,4.96774193548387,3.48387096774194,3.87096774193548,2.67741935483871,2.58064516129032,3.03225806451613,3.38709677419355,2.35483870967742,3.7741935483871,2.03225806451613,2.80645161290323,2.58064516129032,2.45161290322581
"1991-02-28",15.8571428571429,15.1428571428571,11.8571428571429,4.03571428571429,3.25,5.85714285714286,3.64285714285714,4.89285714285714,3.60714285714286,3.03571428571429,2.5,2.75,2.75,3.60714285714286,2.42857142857143,3.25,1.67857142857143,2.53571428571429,3,2.89285714285714
"1991-03-31",13.7741935483871,14.6129032258065,10.9032258064516,5.61290322580645,2.29032258064516,5.70967741935484,3.2258064516129,4.48387096774194,3.16129032258065,4.06451612903226,3.2258064516129,2.25806451612903,2.25806451612903,3.90322580645161,2.74193548387097,3.51612903225806,1.87096774193548,3.32258064516129,3.03225806451613,2.51612903225806
"1991-04-30",14.0666666666667,14.3333333333333,8.53333333333333,4.23333333333333,3.03333333333333,4.53333333333333,3.66666666666667,4.56666666666667,3.1,3.53333333333333,3.3,2.06666666666667,2.13333333333333,3,2.33333333333333,3.26666666666667,1.73333333333333,2.26666666666667,2.73333333333333,2.3
"1991-05-31",11.9032258064516,13.5161290322581,8.58064516129032,4.35483870967742,2.74193548387097,4,3,4.32258064516129,2.54838709677419,3.48387096774194,3.12903225806452,1.90322580645161,2.25806451612903,2.35483870967742,1.93548387096774,3.19354838709677,1.64516129032258,1.74193548387097,2.58064516129032,2.29032258064516
"1991-06-30",12.3,13.3333333333333,8.3,4.53333333333333,2.23333333333333,4.26666666666667,3.5,3.53333333333333,2.4,3.23333333333333,2.33333333333333,1.93333333333333,1.66666666666667,2.43333333333333,2.1,2.46666666666667,1.86666666666667,1.63333333333333,2.03333333333333,1.86666666666667
"1991-07-31",11.8064516129032,12.7741935483871,7.51612903225806,3.16129032258065,2.45161290322581,3.64516129032258,3.25806451612903,2.7741935483871,2.80645161290323,3.58064516129032,1.70967741935484,2.2258064516129,1.58064516129032,2.48387096774194,1.96774193548387,2.38709677419355,1.41935483870968,1.80645161290323,1.61290322580645,2.51612903225806
"1991-08-31",10.4838709677419,13.3225806451613,7.87096774193548,3.29032258064516,2.61290322580645,2.93548387096774,2.93548387096774,3.2258064516129,3.29032258064516,2.93548387096774,1.64516129032258,2,1.38709677419355,2.48387096774194,1.67741935483871,2.09677419354839,0.967741935483871,1.38709677419355,1.09677419354839,2.25806451612903
"1991-09-30",10.2666666666667,12.7,7.63333333333333,3.93333333333333,2.66666666666667,3.23333333333333,2.63333333333333,3.56666666666667,3,2.3,1.7,1.66666666666667,1.56666666666667,1.66666666666667,1.83333333333333,2.4,1.16666666666667,1.5,1.93333333333333,1.76666666666667
"1991-10-31",10.6451612903226,12.3870967741935,8.48387096774194,3.64516129032258,2.16129032258065,3.96774193548387,2.90322580645161,3.90322580645161,2.93548387096774,3.29032258064516,2.61290322580645,1.70967741935484,1.83870967741935,2.09677419354839,1.64516129032258,2.03225806451613,1.61290322580645,1.64516129032258,1.90322580645161,2.29032258064516
"1991-11-30",12.1666666666667,14.2666666666667,9.26666666666667,4.06666666666667,3.3,4.13333333333333,2.7,4.1,2.5,3.16666666666667,2.5,2.23333333333333,1.13333333333333,2.5,2.26666666666667,2.26666666666667,2,2.1,1.56666666666667,3.83333333333333
"1991-12-31",18.8064516129032,15.6129032258065,13.0645161290323,5.35483870967742,3.51612903225806,5.45161290322581,5.48387096774194,5.25806451612903,3.19354838709677,4.51612903225806,2.38709677419355,3.90322580645161,2.41935483870968,3.87096774193548,3.2258064516129,3.54838709677419,2.54838709677419,3.16129032258065,2.38709677419355,3.32258064516129
"1992-01-31",23.4516129032258,19.0645161290323,11.9677419354839,5.58064516129032,3.58064516129032,6.19354838709677,6,7.38709677419355,3.80645161290323,4.48387096774194,2.83870967741935,3.35483870967742,4.19354838709677,3.48387096774194,3.70967741935484,4.41935483870968,2.09677419354839,3.87096774193548,3.25806451612903,2.58064516129032
"1992-02-29",18.2413793103448,15.551724137931,10.5862068965517,4.75862068965517,3.24137931034483,5.31034482758621,4.44827586206897,5.75862068965517,3.51724137931034,4.06896551724138,2.89655172413793,2.58620689655172,2.13793103448276,3.72413793103448,2.68965517241379,3.79310344827586,1.82758620689655,2.41379310344828,2.55172413793103,2.72413793103448
"1992-03-31",14.5161290322581,14.2903225806452,9.03225806451613,4.74193548387097,2.41935483870968,3.54838709677419,2.80645161290323,4,3.58064516129032,3.7741935483871,2.80645161290323,2.12903225806452,1.87096774193548,3.25806451612903,2.41935483870968,3.12903225806452,1.48387096774194,2.45161290322581,2.87096774193548,2.16129032258065
"1992-04-30",14.8,12.3666666666667,8.86666666666667,3.96666666666667,3.13333333333333,3.63333333333333,3.93333333333333,4.46666666666667,3.63333333333333,3,2.93333333333333,2.26666666666667,2.4,2.7,2.6,2.7,1.83333333333333,2.2,2.13333333333333,2.83333333333333
"1992-05-31",12.2258064516129,11.3548387096774,8.06451612903226,4,3.09677419354839,3.83870967741935,3.09677419354839,4,2.90322580645161,3.32258064516129,2.45161290322581,2.48387096774194,2.06451612903226,2.58064516129032,2.03225806451613,3.25806451612903,1.51612903225806,2.09677419354839,1.64516129032258,2.2258064516129
"1992-06-30",10.8,11.4333333333333,8.43333333333333,4.13333333333333,2.56666666666667,3.8,2.66666666666667,3.73333333333333,2.6,3.53333333333333,1.86666666666667,2.2,2.2,2.33333333333333,1.56666666666667,2.4,1.76666666666667,1.4,1.8,2.33333333333333
"1992-07-31",11.741935483871,10.9032258064516,7.64516129032258,3.74193548387097,2.2258064516129,3.7741935483871,2.96774193548387,3.45161290322581,3.12903225806452,2.54838709677419,2.19354838709677,2.32258064516129,2,2.48387096774194,1.7741935483871,2.38709677419355,1.54838709677419,1.61290322580645,1.51612903225806,2.03225806451613
"1992-08-31",12.1290322580645,10.1935483870968,6.80645161290323,3.41935483870968,1.93548387096774,3.90322580645161,2.90322580645161,4.58064516129032,3.16129032258065,3.19354838709677,2.51612903225806,1.90322580645161,2,1.90322580645161,2.58064516129032,2.32258064516129,1.48387096774194,1.45161290322581,1.64516129032258,1.70967741935484
"1992-09-30",11.0333333333333,10.9,7,3.06666666666667,2.3,3.23333333333333,3.3,3.86666666666667,3.13333333333333,2.73333333333333,1.96666666666667,2.4,1.2,1.86666666666667,1.63333333333333,2.06666666666667,1.43333333333333,1.56666666666667,2,2.16666666666667
"1992-10-31",11.258064516129,11.8709677419355,8.74193548387097,3.96774193548387,2.41935483870968,4.16129032258065,2.96774193548387,3.67741935483871,3.12903225806452,3.61290322580645,2.58064516129032,1.93548387096774,1.96774193548387,2.70967741935484,1.83870967741935,1.48387096774194,1.2258064516129,1.7741935483871,1.70967741935484,2.25806451612903
"1992-11-30",12.1666666666667,12.2,8.33333333333333,3.46666666666667,2.33333333333333,4.56666666666667,2.83333333333333,4.56666666666667,3.16666666666667,3.23333333333333,1.83333333333333,2.1,1.5,2.86666666666667,2.33333333333333,2.73333333333333,1.33333333333333,1.8,1.93333333333333,1.93333333333333
"1992-12-31",14.5161290322581,12.4193548387097,8.96774193548387,5.2258064516129,3.09677419354839,5.67741935483871,3.83870967741935,5.32258064516129,3.48387096774194,3.83870967741935,2.93548387096774,2.51612903225806,2.70967741935484,3.16129032258065,2.29032258064516,2.90322580645161,2.35483870967742,2.67741935483871,2.25806451612903,2.38709677419355
"1993-01-31",17.4193548387097,15.1612903225806,9.54838709677419,5.61290322580645,3.74193548387097,5.74193548387097,4.51612903225806,7.19354838709677,4.06451612903226,3.61290322580645,3.70967741935484,2.83870967741935,2.74193548387097,3.12903225806452,2.45161290322581,3.25806451612903,2.2258064516129,2.58064516129032,2.25806451612903,3.03225806451613
"1993-02-28",15.6428571428571,23.3214285714286,9.85714285714286,6.32142857142857,2.78571428571429,6.17857142857143,4.53571428571429,5.35714285714286,4.28571428571429,4.42857142857143,3.39285714285714,2.5,2.67857142857143,3.42857142857143,2.46428571428571,3.85714285714286,2.35714285714286,3,2.96428571428571,3.07142857142857
"1993-03-31",16.2903225806452,20,13.5806451612903,5.29032258064516,3.09677419354839,5.7741935483871,5.32258064516129,5.48387096774194,4.61290322580645,5.03225806451613,4.38709677419355,2.61290322580645,2.67741935483871,3.70967741935484,3.29032258064516,5.2258064516129,3.25806451612903,2.93548387096774,3.12903225806452,2.80645161290323
"1993-04-30",13.7,12.0333333333333,13.1,5.13333333333333,3.4,5.8,4.03333333333333,5.13333333333333,4.6,5.1,2.9,2.73333333333333,2.5,3.33333333333333,2.66666666666667,3.23333333333333,2.16666666666667,2.23333333333333,2.7,2.73333333333333
"1993-05-31",12.8387096774194,11.9354838709677,8.41935483870968,4.38709677419355,2.64516129032258,5.54838709677419,3.35483870967742,4.16129032258065,3.7741935483871,3.87096774193548,2.48387096774194,2.45161290322581,2.29032258064516,2.54838709677419,2.12903225806452,2.93548387096774,1.54838709677419,1.80645161290323,2.12903225806452,2.64516129032258
"1993-06-30",12.1333333333333,11.2666666666667,8.16666666666667,3.46666666666667,2.23333333333333,4.13333333333333,3.8,4.7,4,3.7,2.33333333333333,2.56666666666667,2.2,2.3,1.46666666666667,2.73333333333333,1.7,2.13333333333333,2.56666666666667,2.5
"1993-07-31",11.5161290322581,11.7096774193548,8.16129032258065,3.7741935483871,2.2258064516129,3.41935483870968,2.67741935483871,4.09677419354839,3.64516129032258,3.58064516129032,2.19354838709677,2.19354838709677,2.06451612903226,2.29032258064516,2.09677419354839,2.32258064516129,1.12903225806452,2.16129032258065,1.87096774193548,2.16129032258065
"1993-08-31",12.1935483870968,10.1935483870968,8.06451612903226,2.80645161290323,2.51612903225806,3.06451612903226,3.12903225806452,3.58064516129032,3.2258064516129,2.70967741935484,2.45161290322581,2.29032258064516,2,2.7741935483871,1.93548387096774,2.64516129032258,1.7741935483871,1.67741935483871,1.54838709677419,2.03225806451613
"1993-09-30",11.8666666666667,10.4,8.43333333333333,3.46666666666667,2.6,3.56666666666667,3.23333333333333,4.7,2.96666666666667,2.4,1.9,2.1,2.1,3.1,2.06666666666667,2.76666666666667,1.36666666666667,1.6,2.16666666666667,2.06666666666667
"1993-10-31",12.4516129032258,13.6774193548387,10.1290322580645,4,2.58064516129032,3.45161290322581,3.41935483870968,4.83870967741935,3.35483870967742,2.93548387096774,2.54838709677419,2.64516129032258,2.09677419354839,3,2.09677419354839,3.03225806451613,1.41935483870968,1.87096774193548,2.03225806451613,2.7741935483871
"1993-11-30",13.7333333333333,11.6333333333333,9.2,4.8,3.06666666666667,4.23333333333333,3.76666666666667,4.26666666666667,3.36666666666667,3.1,2.73333333333333,2.46666666666667,2.03333333333333,2.56666666666667,2.2,3.2,1.93333333333333,1.53333333333333,2.5,2.3
"1993-12-31",23.3548387096774,14.258064516129,9.80645161290323,6.7741935483871,3.03225806451613,6.67741935483871,5.67741935483871,6.2258064516129,2.96774193548387,3.70967741935484,3.06451612903226,4.25806451612903,3.45161290322581,3.45161290322581,4.2258064516129,2.80645161290323,1.90322580645161,3.2258064516129,2.70967741935484,4.41935483870968
"1994-01-31",26.258064516129,16.2903225806452,12.4516129032258,9.93548387096774,4.61290322580645,7.48387096774194,6.87096774193548,8.67741935483871,4.2258064516129,5.61290322580645,4.93548387096774,4.64516129032258,4.61290322580645,4.58064516129032,3.90322580645161,3.7741935483871,2.90322580645161,3.16129032258065,2.93548387096774,4.83870967741935
"1994-02-28",19.25,14.2142857142857,10.8571428571429,5.21428571428571,3.5,6.67857142857143,3.96428571428571,5.89285714285714,3.46428571428571,3.96428571428571,2.42857142857143,3.10714285714286,2.60714285714286,2.96428571428571,3.32142857142857,3.32142857142857,2.14285714285714,2.32142857142857,3.21428571428571,3.17857142857143
"1994-03-31",13.3548387096774,12.9032258064516,9.74193548387097,4.32258064516129,3.2258064516129,4.90322580645161,3.70967741935484,4.61290322580645,3.58064516129032,3.70967741935484,3.48387096774194,2.58064516129032,2.16129032258065,2.41935483870968,2.09677419354839,3.06451612903226,1.90322580645161,2.54838709677419,2.83870967741935,2.80645161290323
"1994-04-30",13.6,12.5,9.83333333333333,3.83333333333333,2.63333333333333,4.73333333333333,3.5,4.43333333333333,3.53333333333333,3.66666666666667,2.76666666666667,2.26666666666667,1.86666666666667,2.66666666666667,2.13333333333333,3.13333333333333,1.96666666666667,2.46666666666667,1.66666666666667,2.53333333333333
