TestIteration,DatasetLength,NumberOfEvents,NumberOfEventsSearched,NumberOfRelationsSearched,NumberOfSteps,ResultingEvents,ResultingPatterns,Time,Memory
0,64,3,3,1,3,64,61,77,85905200
0,64,3,3,1,4,64,60,108,107381448
0,64,3,3,2,1,64,125,46,42952704
0,64,3,3,2,2,64,244,140,64428952
0,64,3,3,2,3,64,476,343,107381376
0,64,3,3,2,4,64,928,733,171809952
0,64,3,3,3,1,64,186,78,42952704
0,64,3,3,3,2,64,540,296,85905112
0,64,3,3,3,3,64,1566,935,193298784
0,64,3,3,3,4,64,4536,2807,451012840
0,64,4,1,1,1,12,0,0,42952704
0,64,4,1,1,2,12,0,0,64428952
0,64,4,1,1,3,12,0,0,85905200
0,64,4,1,1,4,12,0,0,107381448
0,64,4,1,2,1,12,1,0,42952704
0,64,4,1,2,2,12,0,0,64428952
0,64,4,1,2,3,12,0,0,85905200
0,64,4,1,2,4,12,0,0,107381448
0,64,4,1,3,1,12,5,0,42952704
0,64,4,1,3,2,12,3,0,64428952
0,64,4,1,3,3,12,2,0,85905200
0,64,4,1,3,4,12,1,0,107381448
0,64,4,2,1,1,33,15,0,42952704
0,64,4,2,1,2,33,8,0,64428952
0,64,4,2,1,3,33,6,0,85905200
0,64,4,2,1,4,33,4,15,107381448
0,64,4,2,2,1,33,32,16,42952704
0,64,4,2,2,2,33,39,32,64428952
0,64,4,2,2,3,33,47,63,85905200
0,64,4,2,2,4,33,49,94,107381448
0,64,4,2,3,1,33,53,16,42952704
0,64,4,2,3,2,33,90,47,64428952
0,64,4,2,3,3,33,141,94,85905200
0,64,4,2,3,4,33,208,188,107381448
0,64,4,3,1,1,54,43,15,42952704
0,64,4,3,1,2,54,34,30,64428952
0,64,4,3,1,3,54,27,46,85905200
0,64,4,3,1,4,54,21,61,107381448
0,64,4,3,2,1,54,87,31,42952704
0,64,4,3,2,2,54,140,93,64428952
0,64,4,3,2,3,54,225,202,85905200
0,64,4,3,2,4,54,361,358,128857608
0,64,4,3,3,1,54,131,62,42952704
0,64,4,3,3,2,54,317,190,64428952
0,64,4,3,3,3,54,763,518,128857520
0,64,4,3,3,4,54,1831,1283,236238440
0,128,1,1,1,1,128,127,94,42952704
0,128,1,1,1,2,128,126,188,64428952
0,128,1,1,1,3,128,125,298,85905200
0,128,1,1,1,4,128,124,423,107381448
0,128,1,1,2,1,128,253,187,64428864
0,128,1,1,2,2,128,500,593,128857456
0,128,1,1,2,3,128,988,1404,257714512
0,128,1,1,2,4,128,1952,3074,493952488
0,128,1,1,3,1,128,378,281,64428864
0,128,1,1,3,2,128,1116,1170,193285936
0,128,1,1,3,3,128,3294,3900,558380960
0,128,1,1,3,4,128,9720,12168,1632188320
0,128,1,2,1,1,128,127,93,42952704
0,128,1,2,1,2,128,126,202,64428952
0,128,1,2,1,3,128,125,311,85905200
0,128,1,2,1,4,128,124,435,107381448
0,128,1,2,2,1,128,253,187,64428864
0,128,1,2,2,2,128,500,592,128857432
0,128,1,2,2,3,128,988,1403,257714560
0,128,1,2,2,4,128,1952,3072,493952464
0,128,1,2,3,1,128,378,296,64428864
0,128,1,2,3,2,128,1116,1185,193285968
0,128,1,2,3,3,128,3294,3869,558380904
0,128,1,2,3,4,128,9720,11934,1632188264
0,128,1,3,1,1,128,127,93,42952704
0,128,1,3,1,2,128,126,202,64428952
0,128,1,3,1,3,128,125,311,85905200
0,128,1,3,1,4,128,124,420,107381448
0,128,1,3,2,1,128,253,203,64428864
0,128,1,3,2,2,128,500,593,128870216
0,128,1,3,2,3,128,988,1420,257727304
0,128,1,3,2,4,128,1952,3074,493993960
0,128,1,3,3,1,128,378,281,64428864
0,128,1,3,3,2,128,1116,1185,193285944
0,128,1,3,3,3,128,3294,3931,558380856
0,128,1,3,3,4,128,9720,12027,1632188216
0,128,2,1,1,1,53,22,16,42952704
0,128,2,1,1,2,53,11,32,64428952
0,128,2,1,1,3,53,6,32,85905200
0,128,2,1,1,4,53,3,32,107381448
0,128,2,1,2,1,53,46,31,42952704
0,128,2,1,2,2,53,43,62,64428952
0,128,2,1,2,3,53,39,93,85905200
0,128,2,1,2,4,53,33,139,107381448
0,128,2,1,3,1,53,68,47,42952704
0,128,2,1,3,2,53,95,125,64428952
0,128,2,1,3,3,53,131,250,85905200
0,128,2,1,3,4,53,167,421,128857616
0,128,2,2,1,1,128,127,93,42952704
0,128,2,2,1,2,128,126,202,64428952
0,128,2,2,1,3,128,125,311,85905200
0,128,2,2,1,4,128,124,436,107381448
0,128,2,2,2,1,128,253,202,64428864
0,128,2,2,2,2,128,500,624,128857432
0,128,2,2,2,3,128,988,1450,257714512
0,128,2,2,2,4,128,1952,3119,493952488
0,128,2,2,3,1,128,378,281,64428864
0,128,2,2,3,2,128,1116,1170,193285960
0,128,2,2,3,3,128,3294,3869,558380864
0,128,2,2,3,4,128,9720,12059,1632188224
0,128,2,3,1,1,128,127,93,42952704
0,128,2,3,1,2,128,126,202,64428952
0,128,2,3,1,3,128,125,311,85905200
0,128,2,3,1,4,128,124,435,107381448
0,128,2,3,2,1,128,253,202,64428864
0,128,2,3,2,2,128,500,623,128857456
0,128,2,3,2,3,128,988,1501,257714520
0,128,2,3,2,4,128,1952,3186,493952392
0,128,2,3,3,1,128,378,286,64428864
0,128,2,3,3,2,128,1116,1184,193285936
0,128,2,3,3,3,128,3294,3955,558400064
0,128,2,3,3,4,128,9720,12192,1632207424
0,128,3,1,1,1,28,7,6,42952704
0,128,3,1,1,2,28,1,8,64428952
0,128,3,1,1,3,28,0,9,85905200
0,128,3,1,1,4,28,0,9,107381448
0,128,3,1,2,1,28,10,11,42952704
0,128,3,1,2,2,28,5,16,64428952
0,128,3,1,2,3,28,3,19,85905200
0,128,3,1,2,4,28,1,21,107381448
0,128,3,1,3,1,28,16,16,42952704
0,128,3,1,3,2,28,10,25,64428952
0,128,3,1,3,3,28,5,32,85905200
0,128,3,1,3,4,28,1,36,107381448
0,128,3,2,1,1,91,65,51,42952704
0,128,3,2,1,2,91,47,87,64428952
0,128,3,2,1,3,91,34,113,85905200
0,128,3,2,1,4,91,24,132,107381448
0,128,3,2,2,1,91,127,99,42952704
0,128,3,2,2,2,91,179,236,64428952
0,128,3,2,2,3,91,264,425,107381360
0,128,3,2,2,4,91,387,711,150333768
0,128,3,2,3,1,91,188,149,42952704
0,128,3,2,3,2,91,400,470,85905120
0,128,3,2,3,3,91,860,1115,193286048
0,128,3,2,3,4,91,1819,2465,386571656
0,128,3,3,1,1,128,127,102,42952704
0,128,3,3,1,2,128,126,210,64428952
0,128,3,3,1,3,128,125,323,85905200
0,128,3,3,1,4,128,124,441,107381448
0,128,3,3,2,1,128,253,197,64428864
0,128,3,3,2,2,128,500,603,128857432
0,128,3,3,2,3,128,988,1434,257727304
0,128,3,3,2,4,128,1952,3128,493965216
0,128,3,3,3,1,128,378,300,64428864
0,128,3,3,3,2,128,1116,1233,193285952
0,128,3,3,3,3,128,3294,4024,558380864
0,128,3,3,3,4,128,9720,12707,1632188224
0,128,4,1,1,1,23,6,4,42952704
0,128,4,1,1,2,23,1,5,64428952
0,128,4,1,1,3,23,0,6,85905200
0,128,4,1,1,4,23,0,6,107381448
0,128,4,1,2,1,23,10,7,42952704
0,128,4,1,2,2,23,4,11,64428952
0,128,4,1,2,3,23,1,13,85905200
0,128,4,1,2,4,23,0,13,107381448
0,128,4,1,3,1,23,15,10,42952704
0,128,4,1,3,2,23,8,17,64428952
0,128,4,1,3,3,23,4,22,85905200
0,128,4,1,3,4,23,1,25,107381448
0,128,4,2,1,1,66,37,31,42952704
0,128,4,2,1,2,66,19,53,64428952
0,128,4,2,1,3,66,10,63,85905200
0,128,4,2,1,4,66,3,68,107381448
0,128,4,2,2,1,66,69,71,42952704
0,128,4,2,2,2,66,70,133,64428952
0,128,4,2,2,3,66,66,201,85905200
0,128,4,2,2,4,66,58,273,107381448
0,128,4,2,3,1,66,100,96,42952704
0,128,4,2,3,2,66,146,253,64428952
0,128,4,2,3,3,66,206,465,107381360
0,128,4,2,3,4,66,282,802,150333768
0,128,4,3,1,1,105,89,76,42952704
0,128,4,3,1,2,105,75,151,64428952
0,128,4,3,1,3,105,62,219,85905200
0,128,4,3,1,4,105,54,265,107381448
0,128,4,3,2,1,105,175,164,42952704
0,128,4,3,2,2,105,291,411,85905112
0,128,4,3,2,3,105,500,825,150333680
0,128,4,3,2,4,105,857,1586,257714568
0,128,4,3,3,1,105,258,229,64428864
0,128,4,3,3,2,105,648,741,150333624
0,128,4,3,3,3,105,1632,2028,322171760
0,128,4,3,3,4,105,4056,5168,730233424
0,256,1,1,1,1,256,255,411,85905024
0,256,1,1,1,2,256,254,844,150333592
0,256,1,1,1,3,256,253,1301,236238352
0,256,1,1,1,4,256,252,1779,322143080
0,256,1,1,2,1,256,509,794,150333568
0,256,1,1,2,2,256,1012,2431,386571496
0,256,1,1,2,3,256,2012,5862,880523448
0,256,1,1,2,4,256,4000,12907,1890012600
0,256,1,1,3,1,256,762,1239,193279320
0,256,1,1,3,2,256,2268,5708,708687600
0,256,1,1,3,3,256,6750,17413,1191016776
0,256,1,1,3,4,256,20088,52658,1562841200
0,256,1,2,1,1,256,255,404,80056880
0,256,1,2,1,2,256,254,827,163025072
0,256,1,2,1,3,256,253,1271,246126976
0,256,1,2,1,4,256,252,1744,356925392
0,256,1,2,2,1,256,509,792,135849376
0,256,1,2,2,2,256,1012,2471,385834824
0,256,1,2,2,3,256,2012,5906,887373344
0,256,1,2,2,4,256,4000,12943,1890450400
0,256,1,2,3,1,256,762,1170,192135952
0,256,1,2,3,2,256,2268,4885,722207832
0,256,1,2,3,3,256,6750,17331,898165624
0,256,1,2,3,4,256,20088,53519,1399346880
0,256,1,3,1,1,256,255,389,83857672
0,256,1,3,1,2,256,254,821,167829800
0,256,1,3,1,3,256,253,1275,251801928
0,256,1,3,1,4,256,252,1755,363964888
0,256,1,3,2,1,256,509,795,140115536
0,256,1,3,2,2,256,1012,2501,393039016
0,256,1,3,2,3,256,2012,6003,898885904
0,256,1,3,2,4,256,4000,13080,1913186552
0,256,1,3,3,1,256,762,1158,196736232
0,256,1,3,3,2,256,2268,4926,703489144
0,256,1,3,3,3,256,6750,16364,853321504
0,256,1,3,3,4,256,20088,51734,1326229472
0,256,2,1,1,1,120,58,89,56019448
0,256,2,1,1,2,120,25,132,84044944
0,256,2,1,1,3,120,10,151,112103304
0,256,2,1,1,4,120,3,158,140161664
0,256,2,1,2,1,120,107,176,56094384
0,256,2,1,2,2,120,89,338,84194816
0,256,2,1,2,3,120,71,471,112347824
0,256,2,1,2,4,120,57,572,140500832
0,256,2,1,3,1,120,159,260,84410312
0,256,2,1,3,2,120,192,614,140826680
0,256,2,1,3,3,120,226,1037,225616824
0,256,2,1,3,4,120,250,1504,310406968
0,256,2,2,1,1,256,255,394,84951944
0,256,2,2,1,2,256,254,825,170049712
0,256,2,2,1,3,256,253,1281,255147464
0,256,2,2,1,4,256,252,1753,368800384
0,256,2,2,2,1,256,509,793,141970256
0,256,2,2,2,2,256,1012,2458,398067896
0,256,2,2,2,3,256,2012,5909,910263136
0,256,2,2,2,4,256,4000,12957,1906520272
0,256,2,2,3,1,256,762,1200,198929032
0,256,2,2,3,2,256,2268,4935,709865728
0,256,2,2,3,3,256,6750,16414,860407272
0,256,2,2,3,4,256,20088,51422,1304415960
0,256,2,3,1,1,256,255,403,83761600
0,256,2,3,1,2,256,254,831,167554608
0,256,2,3,1,3,256,253,1272,251485536
0,256,2,3,1,4,256,252,1747,363393376
0,256,2,3,2,1,256,509,794,140054280
0,256,2,3,2,2,256,1012,2477,392402328
0,256,2,3,2,3,256,2012,5907,898233040
0,256,2,3,2,4,256,4000,12978,1909900472
0,256,2,3,3,1,256,762,1188,196617384
0,256,2,3,3,2,256,2268,4941,702770648
0,256,2,3,3,3,256,6750,16377,851662624
0,256,2,3,3,4,256,20088,52026,1325083512
0,256,3,1,1,1,83,28,42,56076656
0,256,3,1,1,2,83,10,58,84121552
0,256,3,1,1,3,83,2,65,112166448
0,256,3,1,1,4,83,1,66,140236280
0,256,3,1,2,1,83,56,84,56108160
0,256,3,1,2,2,83,31,147,84217360
0,256,3,1,2,3,83,15,187,112326560
0,256,3,1,2,4,83,4,208,140481688
0,256,3,1,3,1,83,75,123,56193456
0,256,3,1,3,2,83,57,244,84395832
0,256,3,1,3,3,83,30,340,112598208
0,256,3,1,3,4,83,9,393,140847824
0,256,3,2,1,1,194,149,223,84843288
0,256,3,2,1,2,194,112,408,141436928
0,256,3,2,1,3,194,84,559,169779720
0,256,3,2,1,4,194,60,677,198122512
0,256,3,2,2,1,194,293,461,113403840
0,256,3,2,2,2,194,432,1183,226942800
0,256,3,2,2,3,194,613,2299,397487368
0,256,3,2,2,4,194,854,3908,653304208
0,256,3,2,3,1,194,436,679,142040512
0,256,3,2,3,2,194,947,2301,369622280
0,256,3,2,3,3,194,2025,5879,882107560
0,256,3,2,3,4,194,4329,13779,1992387112
0,256,3,3,1,1,256,255,395,85125248
0,256,3,3,1,2,256,254,820,170293728
0,256,3,3,1,3,256,253,1273,255462208
0,256,3,3,1,4,256,252,1751,369130320
0,256,3,3,2,1,256,509,785,142043232
0,256,3,3,2,2,256,1012,2444,398056120
0,256,3,3,2,3,256,2012,5871,910081728
0,256,3,3,2,4,256,4000,12908,1905627512
0,256,3,3,3,1,256,762,1168,198984640
0,256,3,3,3,2,256,2268,4841,709821576
0,256,3,3,3,3,256,6750,16126,860321144
0,256,3,3,3,4,256,20088,50758,1305556384
0,256,4,1,1,1,54,15,18,55801168
0,256,4,1,1,2,54,5,23,83715520
0,256,4,1,1,3,54,1,25,111665280
0,256,4,1,1,4,54,0,26,139615040
0,256,4,1,2,1,54,26,34,55886416
0,256,4,1,2,2,54,13,50,83886016
0,256,4,1,2,3,54,4,59,111942000
0,256,4,1,2,4,54,1,62,139997984
0,256,4,1,3,1,54,39,53,55999192
0,256,4,1,3,2,54,21,91,84111568
0,256,4,1,3,3,54,8,114,112280336
0,256,4,1,3,4,54,1,124,140449104
0,256,4,2,1,1,145,75,129,56445056
0,256,4,2,1,2,145,40,199,84720048
0,256,4,2,1,3,145,20,240,112995040
0,256,4,2,1,4,145,11,263,141317240
0,256,4,2,2,1,145,160,256,84866840
0,256,4,2,2,2,145,174,559,141595096
0,256,4,2,2,3,145,192,906,198323328
0,256,4,2,2,4,145,214,1296,283541568
0,256,4,2,3,1,145,237,377,85034696
0,256,4,2,3,2,145,388,1045,198805832
0,256,4,2,3,3,145,640,2184,369462488
0,256,4,2,3,4,145,1038,4166,654152544
0,256,4,3,1,1,216,180,283,85407128
0,256,4,3,1,2,216,150,534,142345216
0,256,4,3,1,3,216,127,758,199325240
0,256,4,3,1,4,216,107,958,256305296
0,256,4,3,2,1,216,361,559,114002024
0,256,4,3,2,2,216,604,1555,256556864
0,256,4,3,2,3,216,1024,3290,513285336
0,256,4,3,2,4,216,1758,6333,969691528
0,256,4,3,3,1,216,541,836,170892832
0,256,4,3,3,2,216,1363,3038,484224912
0,256,4,3,3,3,216,3472,8812,1310434280
0,256,4,3,3,4,216,8889,24014,1999922632
0,512,1,1,1,1,512,511,1564,254289688
0,512,1,1,1,2,512,510,3251,536725904
0,512,1,1,1,3,512,509,5040,847650912
0,512,1,1,1,4,512,508,6938,1215107704
0,512,1,1,2,1,512,1021,3121,481308648
0,512,1,1,2,2,512,2036,9782,1443865368
0,512,1,1,2,3,512,4060,23502,2015763280
0,512,1,1,2,4,512,8096,51782,3270479240
0,512,1,1,3,1,512,1530,4647,707064200
0,512,1,1,3,2,512,4572,19614,1360909264
0,512,1,1,3,3,512,13662,65603,2026764344
0,512,1,1,3,4,512,40824,206703,2938835688
0,512,1,2,1,1,512,511,1567,251221184
0,512,1,2,1,2,512,510,3265,530390680
0,512,1,2,1,3,512,509,5072,837866416
0,512,1,2,1,4,512,508,6961,1201246888
0,512,1,2,2,1,512,1021,3121,476066928
0,512,1,2,2,2,512,2036,9744,1428452064
0,512,1,2,2,3,512,4060,23544,2023057216
0,512,1,2,2,4,512,8096,51804,3271793552
0,512,1,2,3,1,512,1530,4641,703330896
0,512,1,2,3,2,512,4572,19421,1382546688
0,512,1,2,3,3,512,13662,65204,2075139832
0,512,1,2,3,4,512,40824,203149,3011939504
0,512,1,3,1,1,512,511,1516,250717016
0,512,1,3,1,2,512,510,3157,529330760
0,512,1,3,1,3,512,509,4889,836267224
0,512,1,3,1,4,512,508,6720,1199010232
0,512,1,3,2,1,512,1021,3021,475306560
0,512,1,3,2,2,512,2036,9518,1426202504
0,512,1,3,2,3,512,4060,22950,2020012472
0,512,1,3,2,4,512,8096,50582,3295894592
0,512,1,3,3,1,512,1530,4525,702768376
0,512,1,3,3,2,512,4572,19028,1381559072
0,512,1,3,3,3,512,13662,63841,2077225576
0,512,1,3,3,4,512,40824,205882,2966702736
0,512,2,1,1,1,258,133,391,84116120
0,512,2,1,1,2,258,69,603,140204888
0,512,2,1,1,3,258,37,727,168266344
