TestIteration,DatasetLength,NumberOfEvents,NumberOfEventsSearched,NumberOfRelationsSearched,NumberOfSteps,ResultingEvents,ResultingPatterns,Time,Memory
0,64,1,3,1,3,1,0,0,85905200
0,64,1,3,1,4,1,0,0,107381448
0,64,1,3,2,1,1,0,0,42952704
0,64,1,3,2,2,1,0,0,64428952
0,64,1,3,2,3,1,0,0,85905200
0,64,1,3,2,4,1,0,0,107381448
0,64,1,3,3,1,1,0,0,42952704
0,64,1,3,3,2,1,0,0,64428952
0,64,1,3,3,3,1,0,0,85905200
0,64,1,3,3,4,1,0,0,107381448
0,64,2,1,1,1,15,0,0,42952704
0,64,2,1,1,2,15,0,0,64428952
0,64,2,1,1,3,15,0,15,85905200
0,64,2,1,1,4,15,0,15,107381448
0,64,2,1,2,1,15,8,0,42952704
0,64,2,1,2,2,15,4,0,64428952
0,64,2,1,2,3,15,3,0,85905200
0,64,2,1,2,4,15,2,0,107381448
0,64,2,1,3,1,15,12,0,42952704
0,64,2,1,3,2,15,9,16,64428952
0,64,2,1,3,3,15,7,16,85905200
0,64,2,1,3,4,15,5,16,107381448
0,64,2,2,1,1,31,30,15,42952704
0,64,2,2,1,2,31,29,31,64428952
0,64,2,2,1,3,31,28,47,85905200
0,64,2,2,1,4,31,27,47,107381448
0,64,2,2,2,1,31,44,15,42952704
0,64,2,2,2,2,31,62,31,64428952
0,64,2,2,2,3,31,85,62,85905200
0,64,2,2,2,4,31,115,109,107381448
0,64,2,2,3,1,31,60,15,42952704
0,64,2,2,3,2,31,115,46,64428952
0,64,2,2,3,3,31,213,108,85905200
0,64,2,2,3,4,31,384,248,107381448
0,64,2,3,1,1,31,30,0,42952704
0,64,2,3,1,2,31,29,0,64428952
0,64,2,3,1,3,31,28,15,85905200
0,64,2,3,1,4,31,27,31,107381448
0,64,2,3,2,1,31,44,0,42952704
0,64,2,3,2,2,31,62,16,64428952
0,64,2,3,2,3,31,85,47,85905200
0,64,2,3,2,4,31,115,78,107381448
0,64,2,3,3,1,31,60,15,42952704
0,64,2,3,3,2,31,115,46,64428952
0,64,2,3,3,3,31,213,108,85905200
0,64,2,3,3,4,31,384,248,107381448
0,64,3,1,1,1,14,0,0,42952704
0,64,3,1,1,2,14,0,0,64428952
0,64,3,1,1,3,14,0,0,85905200
0,64,3,1,1,4,14,0,0,107381448
0,64,3,1,2,1,14,6,0,42952704
0,64,3,1,2,2,14,2,0,64428952
0,64,3,1,2,3,14,0,0,85905200
0,64,3,1,2,4,14,0,0,107381448
0,64,3,1,3,1,14,7,0,42952704
0,64,3,1,3,2,14,2,0,64428952
0,64,3,1,3,3,14,0,0,85905200
0,64,3,1,3,4,14,0,0,107381448
0,64,3,2,1,1,35,20,0,42952704
0,64,3,2,1,2,35,12,0,64428952
0,64,3,2,1,3,35,6,0,85905200
0,64,3,2,1,4,35,4,0,107381448
0,64,3,2,2,1,35,42,16,42952704
0,64,3,2,2,2,35,50,47,64428952
0,64,3,2,2,3,35,58,78,85905200
0,64,3,2,2,4,35,66,109,107381448
0,64,3,2,3,1,35,58,16,42952704
0,64,3,2,3,2,35,94,47,64428952
0,64,3,2,3,3,35,147,109,85905200
0,64,3,2,3,4,35,227,203,107381448
0,64,3,3,1,1,49,48,15,42952704
0,64,3,3,1,2,49,47,31,64428952
0,64,3,3,1,3,49,46,46,85905200
0,64,3,3,1,4,49,45,61,107381448
0,64,3,3,2,1,49,85,31,42952704
0,64,3,3,2,2,49,148,78,64428952
0,64,3,3,2,3,49,255,172,85905200
0,64,3,3,2,4,49,438,313,128857616
0,64,3,3,3,1,49,120,47,42952704
0,64,3,3,3,2,49,291,140,64428952
0,64,3,3,3,3,49,700,374,107381360
0,64,3,3,3,4,49,1661,936,193286096
0,64,4,1,1,1,12,0,0,42952704
0,64,4,1,1,2,12,0,0,64428952
0,64,4,1,1,3,12,0,0,85905200
0,64,4,1,1,4,12,0,0,107381448
0,64,4,1,2,1,12,1,0,42952704
0,64,4,1,2,2,12,0,0,64428952
0,64,4,1,2,3,12,0,0,85905200
0,64,4,1,2,4,12,0,0,107381448
0,64,4,1,3,1,12,5,0,42952704
0,64,4,1,3,2,12,3,0,64428952
0,64,4,1,3,3,12,2,0,85905200
0,64,4,1,3,4,12,1,0,107381448
0,64,4,2,1,1,26,8,0,42952704
0,64,4,2,1,2,26,3,0,64428952
0,64,4,2,1,3,26,1,0,85905200
0,64,4,2,1,4,26,0,0,107381448
0,64,4,2,2,1,26,19,16,42952704
0,64,4,2,2,2,26,16,31,64428952
0,64,4,2,2,3,26,13,31,85905200
0,64,4,2,2,4,26,10,31,107381448
0,64,4,2,3,1,26,30,0,42952704
0,64,4,2,3,2,26,35,15,64428952
0,64,4,2,3,3,26,40,30,85905200
0,64,4,2,3,4,26,46,30,107381448
0,64,4,3,1,1,43,32,16,42952704
0,64,4,3,1,2,43,23,16,64428952
0,64,4,3,1,3,43,16,16,85905200
0,64,4,3,1,4,43,11,16,107381448
0,64,4,3,2,1,43,58,16,42952704
0,64,4,3,2,2,43,78,48,64428952
0,64,4,3,2,3,43,103,95,85905200
0,64,4,3,2,4,43,136,157,107381448
0,64,4,3,3,1,43,85,31,42952704
0,64,4,3,3,2,43,167,93,64428952
0,64,4,3,3,3,43,326,218,85905200
0,64,4,3,3,4,43,632,452,128857624
0,128,1,1,1,1,1,0,0,42952704
0,128,1,1,1,2,1,0,0,64428952
0,128,1,1,1,3,1,0,16,85905200
0,128,1,1,1,4,1,0,16,107381448
0,128,1,1,2,1,1,0,0,42952704
0,128,1,1,2,2,1,0,0,64428952
0,128,1,1,2,3,1,0,0,85905200
0,128,1,1,2,4,1,0,0,107381448
0,128,1,1,3,1,1,0,0,42952704
0,128,1,1,3,2,1,0,0,64428952
0,128,1,1,3,3,1,0,0,85905200
0,128,1,1,3,4,1,0,0,107381448
0,128,1,2,1,1,1,0,0,42952704
0,128,1,2,1,2,1,0,0,64428952
0,128,1,2,1,3,1,0,0,85905200
0,128,1,2,1,4,1,0,15,107381448
0,128,1,2,2,1,1,0,0,42952704
0,128,1,2,2,2,1,0,0,64428952
0,128,1,2,2,3,1,0,0,85905200
0,128,1,2,2,4,1,0,0,107381448
0,128,1,2,3,1,1,0,0,42952704
0,128,1,2,3,2,1,0,0,64428952
0,128,1,2,3,3,1,0,0,85905200
0,128,1,2,3,4,1,0,0,107381448
0,128,1,3,1,1,1,0,0,42952704
0,128,1,3,1,2,1,0,0,64428952
0,128,1,3,1,3,1,0,0,85905200
0,128,1,3,1,4,1,0,0,107381448
0,128,1,3,2,1,1,0,0,42952704
0,128,1,3,2,2,1,0,0,64428952
0,128,1,3,2,3,1,0,0,85905200
0,128,1,3,2,4,1,0,0,107381448
0,128,1,3,3,1,1,0,0,42952704
0,128,1,3,3,2,1,0,0,64428952
0,128,1,3,3,3,1,0,0,85905200
0,128,1,3,3,4,1,0,0,107381448
0,128,2,1,1,1,31,0,15,42952704
0,128,2,1,1,2,31,0,15,64428952
0,128,2,1,1,3,31,0,15,85905200
0,128,2,1,1,4,31,0,15,107381448
0,128,2,1,2,1,31,13,0,42952704
0,128,2,1,2,2,31,6,0,64428952
0,128,2,1,2,3,31,0,0,85905200
0,128,2,1,2,4,31,0,0,107381448
0,128,2,1,3,1,31,19,15,42952704
0,128,2,1,3,2,31,11,15,64428952
0,128,2,1,3,3,31,6,15,85905200
0,128,2,1,3,4,31,3,15,107381448
0,128,2,2,1,1,62,61,16,42952704
0,128,2,2,1,2,62,60,48,64428952
0,128,2,2,1,3,62,59,79,85905200
0,128,2,2,1,4,62,58,95,107381448
0,128,2,2,2,1,62,93,46,42952704
0,128,2,2,2,2,62,142,124,64428952
0,128,2,2,2,3,62,212,218,85905200
0,128,2,2,2,4,62,317,390,128857608
0,128,2,2,3,1,62,120,78,42952704
0,128,2,2,3,2,62,229,218,64428952
0,128,2,2,3,3,62,430,483,107381384
0,128,2,2,3,4,62,807,967,193286128
0,128,2,3,1,1,62,61,15,42952704
0,128,2,3,1,2,62,60,31,64428952
0,128,2,3,1,3,62,59,62,85905200
0,128,2,3,1,4,62,58,93,107381448
0,128,2,3,2,1,62,93,47,42952704
0,128,2,3,2,2,62,142,109,64428952
0,128,2,3,2,3,62,212,218,85905200
0,128,2,3,2,4,62,317,389,128857608
0,128,2,3,3,1,62,120,62,42952704
0,128,2,3,3,2,62,229,187,64428952
0,128,2,3,3,3,62,430,452,107381384
0,128,2,3,3,4,62,807,952,193286128
0,128,3,1,1,1,21,0,31,42952704
0,128,3,1,1,2,21,0,31,64428952
0,128,3,1,1,3,21,0,31,85905200
0,128,3,1,1,4,21,0,31,107381448
0,128,3,1,2,1,21,2,15,42952704
0,128,3,1,2,2,21,0,15,64428952
0,128,3,1,2,3,21,0,15,85905200
0,128,3,1,2,4,21,0,15,107381448
0,128,3,1,3,1,21,5,31,42952704
0,128,3,1,3,2,21,0,47,64428952
0,128,3,1,3,3,21,0,47,85905200
0,128,3,1,3,4,21,0,47,107381448
0,128,3,2,1,1,51,25,15,42952704
0,128,3,2,1,2,51,13,15,64428952
0,128,3,2,1,3,51,7,15,85905200
0,128,3,2,1,4,51,3,15,107381448
0,128,3,2,2,1,51,47,31,42952704
0,128,3,2,2,2,51,45,62,64428952
0,128,3,2,2,3,51,46,93,85905200
0,128,3,2,2,4,51,42,124,107381448
0,128,3,2,3,1,51,65,47,42952704
0,128,3,2,3,2,51,85,109,64428952
0,128,3,2,3,3,51,110,187,85905200
0,128,3,2,3,4,51,139,296,107381448
0,128,3,3,1,1,76,75,32,42952704
0,128,3,3,1,2,76,74,63,64428952
0,128,3,3,1,3,76,73,110,85905200
0,128,3,3,1,4,76,72,157,107381448
0,128,3,3,2,1,76,119,63,42952704
0,128,3,3,2,2,76,187,172,64428952
0,128,3,3,2,3,76,293,360,107381360
0,128,3,3,2,4,76,451,657,171809928
0,128,3,3,3,1,76,162,94,42952704
0,128,3,3,3,2,76,345,344,85905112
0,128,3,3,3,3,76,732,858,171809848
0,128,3,3,3,4,76,1547,2075,343619312
0,128,4,1,1,1,17,0,0,42952704
0,128,4,1,1,2,17,0,0,64428952
0,128,4,1,1,3,17,0,15,85905200
0,128,4,1,1,4,17,0,15,107381448
0,128,4,1,2,1,17,3,0,42952704
0,128,4,1,2,2,17,0,0,64428952
0,128,4,1,2,3,17,0,0,85905200
0,128,4,1,2,4,17,0,0,107381448
0,128,4,1,3,1,17,6,15,42952704
0,128,4,1,3,2,17,1,31,64428952
0,128,4,1,3,3,17,0,31,85905200
0,128,4,1,3,4,17,0,31,107381448
0,128,4,2,1,1,44,15,16,42952704
0,128,4,2,1,2,44,4,16,64428952
0,128,4,2,1,3,44,1,16,85905200
0,128,4,2,1,4,44,0,16,107381448
0,128,4,2,2,1,44,31,32,42952704
0,128,4,2,2,2,44,23,47,64428952
0,128,4,2,2,3,44,15,62,85905200
0,128,4,2,2,4,44,12,78,107381448
0,128,4,2,3,1,44,46,31,42952704
0,128,4,2,3,2,44,49,63,64428952
0,128,4,2,3,3,44,48,94,85905200
0,128,4,2,3,4,44,47,125,107381448
0,128,4,3,1,1,73,57,32,42952704
0,128,4,3,1,2,73,43,48,64428952
0,128,4,3,1,3,73,35,64,85905200
0,128,4,3,1,4,73,29,79,107381448
0,128,4,3,2,1,73,99,62,42952704
0,128,4,3,2,2,73,137,140,64428952
0,128,4,3,2,3,73,198,250,85905200
0,128,4,3,2,4,73,290,406,128857616
0,128,4,3,3,1,73,137,93,42952704
0,128,4,3,3,2,73,263,265,85905136
0,128,4,3,3,3,73,515,592,150333704
0,128,4,3,3,4,73,1035,1187,257714640
0,256,1,1,1,1,1,0,0,42952704
0,256,1,1,1,2,1,0,0,64428952
0,256,1,1,1,3,1,0,0,85905200
0,256,1,1,1,4,1,0,0,107381448
0,256,1,1,2,1,1,0,0,42952704
0,256,1,1,2,2,1,0,0,64428952
0,256,1,1,2,3,1,0,0,85905200
0,256,1,1,2,4,1,0,0,107381448
0,256,1,1,3,1,1,0,0,42952704
0,256,1,1,3,2,1,0,0,64428952
0,256,1,1,3,3,1,0,0,85905200
0,256,1,1,3,4,1,0,0,107381448
0,256,1,2,1,1,1,0,0,42952704
0,256,1,2,1,2,1,0,0,64428952
0,256,1,2,1,3,1,0,0,85905200
0,256,1,2,1,4,1,0,0,107381448
0,256,1,2,2,1,1,0,0,42952704
0,256,1,2,2,2,1,0,0,64428952
0,256,1,2,2,3,1,0,0,85905200
0,256,1,2,2,4,1,0,0,107381448
0,256,1,2,3,1,1,0,0,42952704
0,256,1,2,3,2,1,0,0,64428952
0,256,1,2,3,3,1,0,0,85905200
0,256,1,2,3,4,1,0,0,107381448
0,256,1,3,1,1,1,0,16,42952704
0,256,1,3,1,2,1,0,16,64428952
0,256,1,3,1,3,1,0,16,85905200
0,256,1,3,1,4,1,0,16,107381448
0,256,1,3,2,1,1,0,16,42952704
0,256,1,3,2,2,1,0,16,64428952
0,256,1,3,2,3,1,0,16,85905200
0,256,1,3,2,4,1,0,16,107381448
0,256,1,3,3,1,1,0,16,42952704
0,256,1,3,3,2,1,0,16,64428952
0,256,1,3,3,3,1,0,16,85905200
0,256,1,3,3,4,1,0,16,107381448
0,256,2,1,1,1,62,0,16,42952704
0,256,2,1,1,2,62,0,16,64428952
0,256,2,1,1,3,62,0,16,85905200
0,256,2,1,1,4,62,0,16,107381448
0,256,2,1,2,1,62,24,47,42952704
0,256,2,1,2,2,62,8,62,64428952
0,256,2,1,2,3,62,4,62,85905200
0,256,2,1,2,4,62,2,78,107381448
0,256,2,1,3,1,62,41,63,42952704
0,256,2,1,3,2,62,25,125,64428952
0,256,2,1,3,3,62,16,156,85905200
0,256,2,1,3,4,62,10,172,107381448
0,256,2,2,1,1,125,124,93,42952704
0,256,2,2,1,2,125,123,203,64428952
0,256,2,2,1,3,125,122,312,85905200
0,256,2,2,1,4,125,121,406,107381448
0,256,2,2,2,1,125,177,171,64428864
0,256,2,2,2,2,125,245,436,107381272
0,256,2,2,2,3,125,338,841,171809848
0,256,2,2,2,4,125,470,1418,279190752
0,256,2,2,3,1,125,235,265,64428864
0,256,2,2,3,2,125,439,796,150333592
0,256,2,2,3,3,125,825,1857,322142968
0,256,2,2,3,4,125,1571,3947,644285560
0,256,2,3,1,1,125,124,94,42952496
0,256,2,3,1,2,125,123,187,64428744
0,256,2,3,1,3,125,122,296,85904992
0,256,2,3,1,4,125,121,405,107381240
0,256,2,3,2,1,125,177,172,64428656
0,256,2,3,2,2,125,245,437,107381056
0,256,2,3,2,3,125,338,827,171809632
0,256,2,3,2,4,125,470,1407,279190576
0,256,2,3,3,1,125,235,266,64428656
0,256,2,3,3,2,125,439,786,150333408
0,256,2,3,3,3,125,825,1831,322142808
0,256,2,3,3,4,125,1571,3891,644285416
0,256,3,1,1,1,55,0,15,42952496
0,256,3,1,1,2,55,0,15,64428744
0,256,3,1,1,3,55,0,15,85904992
0,256,3,1,1,4,55,0,15,107381240
0,256,3,1,2,1,55,18,31,42952496
0,256,3,1,2,2,55,5,47,64428744
0,256,3,1,2,3,55,1,47,85904992
0,256,3,1,2,4,55,0,47,107381240
0,256,3,1,3,1,55,27,47,42952496
0,256,3,1,3,2,55,10,62,64428744
0,256,3,1,3,3,55,2,78,85904992
0,256,3,1,3,4,55,1,78,107381240
0,256,3,2,1,1,122,77,78,42952496
0,256,3,2,1,2,122,46,125,64428744
0,256,3,2,1,3,122,25,157,85904992
0,256,3,2,1,4,122,15,173,107381240
0,256,3,2,2,1,122,140,188,64428688
0,256,3,2,2,2,122,155,391,107381096
0,256,3,2,2,3,122,163,627,150333504
0,256,3,2,2,4,122,169,892,214762080
0,256,3,2,3,1,122,195,249,64428656
0,256,3,2,3,2,122,299,676,128857224
0,256,3,2,3,3,122,449,1339,236238144
0,256,3,2,3,4,122,683,2314,408047560
0,256,3,3,1,1,167,166,156,64428656
0,256,3,3,1,2,167,165,327,107381064
0,256,3,3,1,3,167,164,514,150333472
0,256,3,3,1,4,167,163,685,193285880
0,256,3,3,2,1,167,275,312,85904864
0,256,3,3,2,2,167,453,843,171809648
0,256,3,3,2,3,167,741,1764,322142944
0,256,3,3,2,4,167,1202,3296,579857048
0,256,3,3,3,1,167,379,468,107381024
0,256,3,3,3,2,167,848,1575,279190392
0,256,3,3,3,3,167,1885,4133,665761448
0,256,3,3,3,4,167,4236,9923,1524982024
0,256,4,1,1,1,39,0,0,42948128
0,256,4,1,1,2,39,0,0,64422192
0,256,4,1,1,3,39,0,0,85896256
0,256,4,1,1,4,39,0,0,107370320
0,256,4,1,2,1,39,6,15,42948128
0,256,4,1,2,2,39,0,15,64422192
0,256,4,1,2,3,39,0,15,85896256
0,256,4,1,2,4,39,0,15,107370320
0,256,4,1,3,1,39,13,15,42948128
0,256,4,1,3,2,39,4,30,64422192
0,256,4,1,3,3,39,2,30,85896256
0,256,4,1,3,4,39,0,46,107370320
0,256,4,2,1,1,99,29,47,42948128
0,256,4,2,1,2,99,9,62,64422192
0,256,4,2,1,3,99,2,62,85896256
0,256,4,2,1,4,99,1,62,107370320
0,256,4,2,2,1,99,81,109,42948128
0,256,4,2,2,2,99,67,203,64422192
0,256,4,2,2,3,99,59,297,85896256
0,256,4,2,2,4,99,59,375,107370320
0,256,4,2,3,1,99,116,156,64422104
0,256,4,2,3,2,99,137,359,107370168
0,256,4,2,3,3,99,173,611,150318208
0,256,4,2,3,4,99,230,946,214740224
0,256,4,3,1,1,152,116,140,42948128
0,256,4,3,1,2,152,91,250,64422192
0,256,4,3,1,3,152,74,344,85896256
0,256,4,3,1,4,152,61,422,107370320
0,256,4,3,2,1,152,216,265,64422104
0,256,4,3,2,2,152,308,655,128844120
0,256,4,3,2,3,152,444,1232,236214144
0,256,4,3,2,4,152,654,2105,386532096
0,256,4,3,3,1,152,304,393,85896080
0,256,4,3,3,2,152,611,1219,214740024
0,256,4,3,3,3,152,1253,2904,472427904
0,256,4,3,3,4,152,2621,6315,1009277592
0,512,1,1,1,1,1,0,15,42948128
0,512,1,1,1,2,1,0,15,64422192
0,512,1,1,1,3,1,0,15,85896256
0,512,1,1,1,4,1,0,15,107370320
0,512,1,1,2,1,1,0,15,42948128
0,512,1,1,2,2,1,0,15,64422192
0,512,1,1,2,3,1,0,15,85896256
0,512,1,1,2,4,1,0,15,107370320
0,512,1,1,3,1,1,0,15,42948128
0,512,1,1,3,2,1,0,15,64422192
0,512,1,1,3,3,1,0,15,85896256
0,512,1,1,3,4,1,0,15,107370320
0,512,1,2,1,1,1,0,16,42948128
0,512,1,2,1,2,1,0,16,64422192
0,512,1,2,1,3,1,0,16,85896256
0,512,1,2,1,4,1,0,16,107370320
0,512,1,2,2,1,1,0,16,42948128
0,512,1,2,2,2,1,0,16,64422192
0,512,1,2,2,3,1,0,16,85896256
0,512,1,2,2,4,1,0,16,107370320
0,512,1,2,3,1,1,0,16,42948128
0,512,1,2,3,2,1,0,16,64422192
0,512,1,2,3,3,1,0,16,85896256
0,512,1,2,3,4,1,0,16,107370320
0,512,1,3,1,1,1,0,0,42948128
0,512,1,3,1,2,1,0,0,64422192
0,512,1,3,1,3,1,0,0,85896256
0,512,1,3,1,4,1,0,0,107370320
0,512,1,3,2,1,1,0,0,42948128
0,512,1,3,2,2,1,0,0,64422192
0,512,1,3,2,3,1,0,0,85896256
0,512,1,3,2,4,1,0,0,107370320
0,512,1,3,3,1,1,0,0,42948128
0,512,1,3,3,2,1,0,0,64422192
0,512,1,3,3,3,1,0,0,85896256
0,512,1,3,3,4,1,0,0,107370320
0,512,2,1,1,1,125,0,78,42948128
0,512,2,1,1,2,125,0,78,64422192
0,512,2,1,1,3,125,0,78,85896256
0,512,2,1,1,4,125,0,78,107370320
0,512,2,1,2,1,125,62,172,64422104
0,512,2,1,2,2,125,30,250,85896168
0,512,2,1,2,3,125,17,281,107370232
0,512,2,1,2,4,125,8,312,128844296
0,512,2,1,3,1,125,93,265,64422104
0,512,2,1,3,2,125,71,467,107370144
0,512,2,1,3,3,125,53,623,150318200
0,512,2,1,3,4,125,39,748,193266256
0,512,2,2,1,1,250,249,343,85896080
0,512,2,2,1,2,250,248,717,150318136
0,512,2,2,1,3,250,247,1107,236214152
